Modelo,Especificação,Outcome,Beta,Erro-padrão cluster,IC 95% inferior,IC 95% superior,P-valor,N,Clusters,Média pré imediata,Média pré reserva
M1_DDD_Principal_Confirmatoria,DDD do estoque; cursos sem CBO compartilhado,especialistas_mst,-0.44590831510756845,0.2456357790600829,-0.9337621748524301,0.04194554463729311,0.07273234053096783,7975,93,7.246407438715131,10.852330151600224
M2_DDD_Ampliada,DDD do estoque; 16 cursos como sensibilidade operacional,especialistas_mst,-0.23189251298998884,0.1519102683927911,-0.5320528221252411,0.06826779614526343,0.12898877838569775,20150,151,11.16852770885029,10.308578518255938
M3_DDD_Cobertura,DDD da probabilidade de ao menos um especialista,cobertura_binaria_mst,0.007288905319240404,0.015404939942676272,-0.023306635114362866,0.03788444575284367,0.6372242024778708,7975,93,0.9070160608622148,0.9635036496350365
