co_ibge_6d,sg_uf,no_municipio,faixa_anunciada,n_celulas_publicadas,n_cursos,n_cnes,qt_vagas_total,valor_anunciado_mensal_brl,ivs_publico_2010,faixa_recalculada_taxonomia_externa,valor_recalculado_taxonomia_externa_brl,reproduz_faixa,reproduz_valor,distancia_corte_0_400,distancia_corte_0_500,score_administrativo_comprovado,fonte_running_variable
430900,RS,GIRUA,FAIXA 3,1,1,1,1,10000,0.253,FAIXA 3,10000,True,True,-0.14700000000000002,-0.247,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
430930,RS,GUAIBA,FAIXA 2,2,2,1,2,15000,0.36,FAIXA 3,10000,False,False,-0.040000000000000036,-0.14,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431010,RS,IGREJINHA,FAIXA 3,1,1,1,1,10000,0.154,FAIXA 3,10000,True,True,-0.24600000000000002,-0.346,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431020,RS,IJUI,FAIXA 3,5,5,1,6,10000,0.298,FAIXA 3,10000,True,True,-0.10200000000000004,-0.202,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431270,RS,NONOAI,FAIXA 2,2,2,1,2,15000,0.296,FAIXA 3,10000,False,False,-0.10400000000000004,-0.20400000000000001,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431340,RS,NOVO HAMBURGO,FAIXA 3,3,3,1,6,10000,0.228,FAIXA 3,10000,True,True,-0.17200000000000001,-0.272,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431405,RS,PAROBE,FAIXA 3,4,4,1,4,10000,0.21,FAIXA 3,10000,True,True,-0.19000000000000003,-0.29000000000000004,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431440,RS,PELOTAS,FAIXA 3,1,1,1,1,10000,0.31,FAIXA 3,10000,True,True,-0.09000000000000002,-0.19,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431490,RS,PORTO ALEGRE,FAIXA 3,1,1,1,1,10000,0.319,FAIXA 3,10000,True,True,-0.08100000000000002,-0.181,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431560,RS,RIO GRANDE,FAIXA 3,4,4,1,4,10000,0.334,FAIXA 3,10000,True,True,-0.066,-0.16599999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431690,RS,SANTA MARIA,FAIXA 3,3,3,1,3,10000,0.281,FAIXA 3,10000,True,True,-0.119,-0.21899999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431720,RS,SANTA ROSA,FAIXA 3,7,7,1,8,10000,0.247,FAIXA 3,10000,True,True,-0.15300000000000002,-0.253,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
431800,RS,SAO BORJA,FAIXA 3,2,2,1,2,10000,0.298,FAIXA 3,10000,True,True,-0.10200000000000004,-0.202,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
432240,RS,URUGUAIANA,FAIXA 3,1,1,1,1,10000,0.3,FAIXA 3,10000,True,True,-0.10000000000000003,-0.2,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
500110,MS,AQUIDAUANA,FAIXA 2,1,1,1,1,15000,0.341,FAIXA 3,10000,False,False,-0.059,-0.15899999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
500270,MS,CAMPO GRANDE,FAIXA 3,2,1,2,2,10000,0.318,FAIXA 3,10000,True,True,-0.08200000000000002,-0.182,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
500320,MS,CORUMBA,FAIXA 2,3,3,1,3,15000,0.338,FAIXA 3,10000,False,False,-0.062,-0.16199999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
500330,MS,COXIM,FAIXA 3,1,1,1,1,10000,0.273,FAIXA 3,10000,True,True,-0.127,-0.22699999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
500370,MS,DOURADOS,FAIXA 3,3,3,1,3,10000,0.253,FAIXA 3,10000,True,True,-0.14700000000000002,-0.247,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
500830,MS,TRES LAGOAS,FAIXA 3,5,5,1,5,10000,0.24,FAIXA 3,10000,True,True,-0.16000000000000003,-0.26,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510025,MT,ALTA FLORESTA,FAIXA 3,1,1,1,2,10000,0.253,FAIXA 3,10000,True,True,-0.14700000000000002,-0.247,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510250,MT,CACERES,FAIXA 3,15,8,2,21,10000,0.306,FAIXA 3,10000,True,True,-0.09400000000000003,-0.194,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510260,MT,CAMPINAPOLIS,FAIXA 1,1,1,1,1,20000,0.303,FAIXA 3,10000,False,False,-0.09700000000000003,-0.197,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510270,MT,CANARANA,FAIXA 3,2,2,1,2,10000,0.277,FAIXA 3,10000,True,True,-0.123,-0.22299999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510320,MT,COLIDER,FAIXA 3,4,4,1,8,10000,0.278,FAIXA 3,10000,True,True,-0.122,-0.22199999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510350,MT,DIAMANTINO,FAIXA 3,3,3,2,3,10000,0.255,FAIXA 3,10000,True,True,-0.14500000000000002,-0.245,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510410,MT,GUARANTA DO NORTE,FAIXA 3,1,1,1,1,10000,0.302,FAIXA 3,10000,True,True,-0.09800000000000003,-0.198,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510510,MT,JUARA,FAIXA 3,1,1,1,1,10000,0.265,FAIXA 3,10000,True,True,-0.135,-0.235,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510562,MT,MIRASSOL D'OESTE,FAIXA 3,1,1,1,1,10000,0.237,FAIXA 3,10000,True,True,-0.16300000000000003,-0.263,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510625,MT,NOVA XAVANTINA,FAIXA 3,1,1,1,1,10000,0.249,FAIXA 3,10000,True,True,-0.15100000000000002,-0.251,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510629,MT,PARANAITA,FAIXA 2,3,3,1,3,15000,0.292,FAIXA 3,10000,False,False,-0.10800000000000004,-0.20800000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510642,MT,PEIXOTO DE AZEVEDO,FAIXA 2,1,1,1,2,15000,0.345,FAIXA 3,10000,False,False,-0.05500000000000005,-0.15500000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510706,MT,QUERENCIA,FAIXA 2,1,1,1,1,15000,0.316,FAIXA 3,10000,False,False,-0.08400000000000002,-0.184,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510718,MT,RIBEIRAO CASCALHEIRA,FAIXA 1,1,1,1,1,20000,0.326,FAIXA 3,10000,False,False,-0.07400000000000001,-0.174,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510760,MT,RONDONOPOLIS,FAIXA 3,1,1,1,1,10000,0.224,FAIXA 3,10000,True,True,-0.17600000000000002,-0.276,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510785,MT,SAO FELIX DO ARAGUAIA,FAIXA 2,1,1,1,1,15000,0.297,FAIXA 3,10000,False,False,-0.10300000000000004,-0.203,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510792,MT,SORRISO,FAIXA 3,3,3,1,3,10000,0.267,FAIXA 3,10000,True,True,-0.133,-0.23299999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
510795,MT,TANGARA DA SERRA,FAIXA 3,1,1,1,1,10000,0.231,FAIXA 3,10000,True,True,-0.169,-0.269,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
520025,GO,AGUAS LINDAS DE GOIAS,FAIXA 2,1,1,1,1,15000,0.404,FAIXA 2,15000,True,True,0.0040000000000000036,-0.09599999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
520140,GO,APARECIDA DE GOIANIA,FAIXA 2,3,3,1,9,15000,0.369,FAIXA 3,10000,False,False,-0.031000000000000028,-0.131,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
520170,GO,ARAGARCAS,FAIXA 3,1,1,1,1,10000,0.287,FAIXA 3,10000,True,True,-0.11300000000000004,-0.21300000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
520490,GO,CAMPOS BELOS,FAIXA 2,2,2,1,2,15000,0.315,FAIXA 3,10000,False,False,-0.08500000000000002,-0.185,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
520510,GO,CATALAO,FAIXA 3,1,1,1,1,10000,0.211,FAIXA 3,10000,True,True,-0.18900000000000003,-0.28900000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
520640,GO,CRIXAS,FAIXA 3,1,1,1,1,10000,0.262,FAIXA 3,10000,True,True,-0.138,-0.238,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
520970,GO,HIDROLANDIA,FAIXA 3,1,1,1,2,10000,0.343,FAIXA 3,10000,True,True,-0.056999999999999995,-0.15699999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521020,GO,IPORA,FAIXA 3,1,1,1,2,10000,0.204,FAIXA 3,10000,True,True,-0.19600000000000004,-0.29600000000000004,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521040,GO,ITABERAI,FAIXA 3,1,1,1,1,10000,0.326,FAIXA 3,10000,True,True,-0.07400000000000001,-0.174,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521150,GO,ITUMBIARA,FAIXA 3,3,3,1,6,10000,0.252,FAIXA 3,10000,True,True,-0.14800000000000002,-0.248,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521250,GO,LUZIANIA,FAIXA 2,2,2,1,6,15000,0.436,FAIXA 2,15000,True,True,0.035999999999999976,-0.064,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521280,GO,MARA ROSA,FAIXA 2,1,1,1,1,15000,0.324,FAIXA 3,10000,False,False,-0.07600000000000001,-0.176,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521308,GO,MINACU,FAIXA 3,1,1,1,1,10000,0.286,FAIXA 3,10000,True,True,-0.11400000000000005,-0.21400000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521380,GO,MORRINHOS,FAIXA 3,1,1,1,2,10000,0.265,FAIXA 3,10000,True,True,-0.135,-0.235,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521720,GO,PIRANHAS,FAIXA 3,4,4,1,4,10000,0.278,FAIXA 3,10000,True,True,-0.122,-0.22199999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521800,GO,PORANGATU,FAIXA 3,9,9,1,18,10000,0.248,FAIXA 3,10000,True,True,-0.15200000000000002,-0.252,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
521880,GO,RIO VERDE,FAIXA 3,1,1,1,2,10000,0.243,FAIXA 3,10000,True,True,-0.15700000000000003,-0.257,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
522020,GO,SAO MIGUEL DO ARAGUAIA,FAIXA 2,2,2,1,4,15000,0.324,FAIXA 3,10000,False,False,-0.07600000000000001,-0.176,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
522045,GO,SENADOR CANEDO,FAIXA 2,1,1,1,2,15000,0.389,FAIXA 3,10000,False,False,-0.01100000000000001,-0.11099999999999999,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
522060,GO,SILVANIA,FAIXA 2,3,3,1,3,15000,0.3,FAIXA 3,10000,False,False,-0.10000000000000003,-0.2,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
522160,GO,URUACU,FAIXA 3,3,3,1,3,10000,0.222,FAIXA 3,10000,True,True,-0.17800000000000002,-0.278,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
530010,DF,BRASILIA,FAIXA 3,2,1,2,2,10000,0.315,FAIXA 3,10000,True,True,-0.08500000000000002,-0.185,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
