co_ibge_6d,sg_uf,no_municipio,faixa_anunciada,n_celulas_publicadas,n_cursos,n_cnes,qt_vagas_total,valor_anunciado_mensal_brl,ivs_publico_2010,faixa_recalculada_taxonomia_externa,valor_recalculado_taxonomia_externa_brl,reproduz_faixa,reproduz_valor,distancia_corte_0_400,distancia_corte_0_500,score_administrativo_comprovado,fonte_running_variable
291800,BA,JEQUIE,FAIXA 2,3,3,1,3,15000,0.346,FAIXA 3,10000,False,False,-0.05400000000000005,-0.15400000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
291840,BA,JUAZEIRO,FAIXA 2,10,10,2,10,15000,0.368,FAIXA 3,10000,False,False,-0.03200000000000003,-0.132,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
292400,BA,PAULO AFONSO,FAIXA 2,5,5,1,5,15000,0.355,FAIXA 3,10000,False,False,-0.04500000000000004,-0.14500000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
292660,BA,RIBEIRA DO POMBAL,FAIXA 1,4,4,1,4,20000,0.408,FAIXA 2,15000,False,False,0.007999999999999952,-0.09200000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
292810,BA,SANTA MARIA DA VITORIA,FAIXA 1,3,3,1,3,20000,0.363,FAIXA 3,10000,False,False,-0.03700000000000003,-0.137,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
292870,BA,SANTO ANTONIO DE JESUS,FAIXA 3,9,9,2,9,10000,0.306,FAIXA 3,10000,True,True,-0.09400000000000003,-0.194,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
293010,BA,SENHOR DO BONFIM,FAIXA 2,4,4,1,4,15000,0.348,FAIXA 3,10000,False,False,-0.052000000000000046,-0.15200000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
293050,BA,SERRINHA,FAIXA 2,3,3,1,3,15000,0.367,FAIXA 3,10000,False,False,-0.03300000000000003,-0.133,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
293135,BA,TEIXEIRA DE FREITAS,FAIXA 2,8,8,2,8,15000,0.383,FAIXA 3,10000,False,False,-0.017000000000000015,-0.11699999999999999,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
293290,BA,VALENCA,FAIXA 2,5,5,1,6,15000,0.358,FAIXA 3,10000,False,False,-0.04200000000000004,-0.14200000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
293330,BA,VITORIA DA CONQUISTA,FAIXA 2,10,9,3,10,15000,0.328,FAIXA 3,10000,False,False,-0.07200000000000001,-0.172,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310030,MG,ABRE CAMPO,FAIXA 3,2,2,1,2,10000,0.323,FAIXA 3,10000,True,True,-0.07700000000000001,-0.177,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310090,MG,AGUAS FORMOSAS,FAIXA 2,9,9,1,13,15000,0.43,FAIXA 2,15000,True,True,0.02999999999999997,-0.07,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310150,MG,ALEM PARAIBA,FAIXA 3,5,5,1,5,10000,0.322,FAIXA 3,10000,True,True,-0.07800000000000001,-0.178,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310160,MG,ALFENAS,FAIXA 3,6,6,1,10,10000,0.317,FAIXA 3,10000,True,True,-0.08300000000000002,-0.183,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310400,MG,ARAXA,FAIXA 3,3,3,1,8,10000,0.264,FAIXA 3,10000,True,True,-0.136,-0.236,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310470,MG,ATALEIA,FAIXA 1,2,2,1,2,20000,0.381,FAIXA 3,10000,False,False,-0.019000000000000017,-0.119,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310560,MG,BARBACENA,FAIXA 3,1,1,1,1,10000,0.327,FAIXA 3,10000,True,True,-0.07300000000000001,-0.173,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310670,MG,BETIM,FAIXA 2,4,4,1,13,15000,0.355,FAIXA 3,10000,False,False,-0.04500000000000004,-0.14500000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310730,MG,BOCAIUVA,FAIXA 2,8,8,1,13,15000,0.283,FAIXA 3,10000,False,False,-0.11700000000000005,-0.21700000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
310740,MG,BOM DESPACHO,FAIXA 3,3,3,1,4,10000,0.217,FAIXA 3,10000,True,True,-0.18300000000000002,-0.28300000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
311050,MG,CAMANDUCAIA,FAIXA 3,1,1,1,1,10000,0.252,FAIXA 3,10000,True,True,-0.14800000000000002,-0.248,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
311230,MG,CAPELINHA,FAIXA 2,3,3,1,7,15000,0.329,FAIXA 3,10000,False,False,-0.07100000000000001,-0.17099999999999999,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
311340,MG,CARATINGA,FAIXA 3,18,9,2,35,10000,0.286,FAIXA 3,10000,True,True,-0.11400000000000005,-0.21400000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
311430,MG,CARMO DO PARANAIBA,FAIXA 3,4,4,1,8,10000,0.286,FAIXA 3,10000,True,True,-0.11400000000000005,-0.21400000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
311800,MG,CONGONHAS,FAIXA 3,1,1,1,1,10000,0.252,FAIXA 3,10000,True,True,-0.14800000000000002,-0.248,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
311830,MG,CONSELHEIRO LAFAIETE,FAIXA 3,4,4,1,6,10000,0.278,FAIXA 3,10000,True,True,-0.122,-0.22199999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
311940,MG,CORONEL FABRICIANO,FAIXA 3,5,5,1,12,10000,0.267,FAIXA 3,10000,True,True,-0.133,-0.23299999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
312160,MG,DIAMANTINA,FAIXA 2,9,5,2,13,15000,0.281,FAIXA 3,10000,False,False,-0.119,-0.21899999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
312200,MG,DIVINO,FAIXA 1,2,2,1,4,20000,0.439,FAIXA 2,15000,False,False,0.03899999999999998,-0.061,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
312430,MG,ESPINOSA,FAIXA 1,4,4,1,4,20000,0.448,FAIXA 2,15000,False,False,0.04799999999999999,-0.05199999999999999,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
312670,MG,FRANCISCO SA,FAIXA 1,8,8,1,26,20000,0.38,FAIXA 3,10000,False,False,-0.020000000000000018,-0.12,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
312800,MG,GUANHAES,FAIXA 2,4,4,1,8,15000,0.32,FAIXA 3,10000,False,False,-0.08000000000000002,-0.18,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
312870,MG,GUAXUPE,FAIXA 3,3,3,1,6,10000,0.273,FAIXA 3,10000,True,True,-0.127,-0.22699999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
312950,MG,IBIA,FAIXA 3,1,1,1,1,10000,0.196,FAIXA 3,10000,True,True,-0.20400000000000001,-0.304,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313120,MG,IPANEMA,FAIXA 3,2,2,1,2,10000,0.356,FAIXA 3,10000,True,True,-0.04400000000000004,-0.14400000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313250,MG,ITAMARANDIBA,FAIXA 1,1,1,1,1,20000,0.355,FAIXA 3,10000,False,False,-0.04500000000000004,-0.14500000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313270,MG,ITAMBACURI,FAIXA 1,3,3,1,3,20000,0.361,FAIXA 3,10000,False,False,-0.039000000000000035,-0.139,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313380,MG,ITAUNA,FAIXA 3,3,3,1,5,10000,0.195,FAIXA 3,10000,True,True,-0.20500000000000002,-0.305,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313520,MG,JANUARIA,FAIXA 1,7,7,1,12,20000,0.375,FAIXA 3,10000,False,False,-0.025000000000000022,-0.125,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313600,MG,JOAIMA,FAIXA 1,4,4,1,4,20000,0.431,FAIXA 2,15000,False,False,0.030999999999999972,-0.069,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313620,MG,JOAO MONLEVADE,FAIXA 3,3,3,1,9,10000,0.216,FAIXA 3,10000,True,True,-0.18400000000000002,-0.28400000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313630,MG,JOAO PINHEIRO,FAIXA 2,6,6,1,15,15000,0.347,FAIXA 3,10000,False,False,-0.05300000000000005,-0.15300000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313700,MG,LADAINHA,FAIXA 1,4,4,1,4,20000,0.432,FAIXA 2,15000,False,False,0.03199999999999997,-0.068,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313820,MG,LAVRAS,FAIXA 3,3,3,1,3,10000,0.241,FAIXA 3,10000,True,True,-0.15900000000000003,-0.259,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313868,MG,LUISLANDIA,FAIXA 1,2,2,1,2,20000,0.405,FAIXA 2,15000,False,False,0.0050000000000000044,-0.09499999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
313980,MG,MAR DE ESPANHA,FAIXA 3,2,2,1,2,10000,0.213,FAIXA 3,10000,True,True,-0.18700000000000003,-0.28700000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314220,MG,MIRAI,FAIXA 3,1,1,1,1,10000,0.257,FAIXA 3,10000,True,True,-0.14300000000000002,-0.243,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314270,MG,MONTALVANIA,FAIXA 1,1,1,1,1,20000,0.378,FAIXA 3,10000,False,False,-0.02200000000000002,-0.122,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314400,MG,MUTUM,FAIXA 2,1,1,1,1,15000,0.316,FAIXA 3,10000,False,False,-0.08400000000000002,-0.184,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314560,MG,OLIVEIRA,FAIXA 3,3,3,1,6,10000,0.27,FAIXA 3,10000,True,True,-0.13,-0.22999999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314700,MG,PARACATU,FAIXA 3,5,5,1,20,10000,0.288,FAIXA 3,10000,True,True,-0.11200000000000004,-0.21200000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314710,MG,PARA DE MINAS,FAIXA 3,3,3,2,5,10000,0.272,FAIXA 3,10000,True,True,-0.128,-0.22799999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314760,MG,PASSA QUATRO,FAIXA 3,1,1,1,1,10000,0.306,FAIXA 3,10000,True,True,-0.09400000000000003,-0.194,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314800,MG,PATOS DE MINAS,FAIXA 3,3,3,1,7,10000,0.198,FAIXA 3,10000,True,True,-0.202,-0.302,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314810,MG,PATROCINIO,FAIXA 3,9,9,1,13,10000,0.284,FAIXA 3,10000,True,True,-0.11600000000000005,-0.21600000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
314870,MG,PEDRA AZUL,FAIXA 1,9,9,1,18,20000,0.396,FAIXA 3,10000,False,False,-0.0040000000000000036,-0.10399999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
315220,MG,PORTEIRINHA,FAIXA 2,2,2,1,2,15000,0.342,FAIXA 3,10000,False,False,-0.057999999999999996,-0.15799999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
315240,MG,POTE,FAIXA 1,2,2,1,2,20000,0.455,FAIXA 2,15000,False,False,0.05499999999999999,-0.044999999999999984,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
315400,MG,RAUL SOARES,FAIXA 3,4,4,1,9,10000,0.282,FAIXA 3,10000,True,True,-0.11800000000000005,-0.21800000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
315765,MG,SANTA HELENA DE MINAS,FAIXA 1,2,2,1,2,20000,0.422,FAIXA 2,15000,False,False,0.021999999999999964,-0.07800000000000001,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
315790,MG,SANTA MARGARIDA,FAIXA 2,2,2,1,2,15000,0.365,FAIXA 3,10000,False,False,-0.03500000000000003,-0.135,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316070,MG,SANTOS DUMONT,FAIXA 3,3,3,1,3,10000,0.319,FAIXA 3,10000,True,True,-0.08100000000000002,-0.181,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316110,MG,SAO FRANCISCO,FAIXA 2,8,8,1,21,15000,0.374,FAIXA 3,10000,False,False,-0.026000000000000023,-0.126,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316210,MG,SAO GOTARDO,FAIXA 3,9,9,1,12,10000,0.321,FAIXA 3,10000,True,True,-0.07900000000000001,-0.179,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316470,MG,SAO SEBASTIAO DO PARAISO,FAIXA 3,4,4,1,8,10000,0.356,FAIXA 3,10000,True,True,-0.04400000000000004,-0.14400000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316710,MG,SERRO,FAIXA 1,1,1,1,1,20000,0.365,FAIXA 3,10000,False,False,-0.03500000000000003,-0.135,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316860,MG,TEOFILO OTONI,FAIXA 2,17,10,3,25,15000,0.324,FAIXA 3,10000,False,False,-0.07600000000000001,-0.176,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316870,MG,TIMOTEO,FAIXA 3,1,1,1,2,10000,0.248,FAIXA 3,10000,True,True,-0.15200000000000002,-0.252,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
316970,MG,TURMALINA,FAIXA 2,4,4,1,6,15000,0.278,FAIXA 3,10000,False,False,-0.122,-0.22199999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
317010,MG,UBERABA,FAIXA 3,3,2,2,3,10000,0.238,FAIXA 3,10000,True,True,-0.16200000000000003,-0.262,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
317040,MG,UNAI,FAIXA 3,1,1,1,4,10000,0.264,FAIXA 3,10000,True,True,-0.136,-0.236,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
317052,MG,URUCUIA,FAIXA 1,2,2,1,4,20000,0.34,FAIXA 3,10000,False,False,-0.06,-0.15999999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
317080,MG,VARZEA DA PALMA,FAIXA 2,1,1,1,1,15000,0.4,FAIXA 3,10000,False,False,0.0,-0.09999999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
320120,ES,CACHOEIRO DE ITAPEMIRIM,FAIXA 3,3,3,1,4,10000,0.254,FAIXA 3,10000,True,True,-0.14600000000000002,-0.246,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
320320,ES,LINHARES,FAIXA 3,1,1,1,2,10000,0.267,FAIXA 3,10000,True,True,-0.133,-0.23299999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
320530,ES,VITORIA,FAIXA 3,1,1,1,2,10000,0.221,FAIXA 3,10000,True,True,-0.17900000000000002,-0.279,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330010,RJ,ANGRA DOS REIS,FAIXA 3,7,4,2,8,10000,0.29,FAIXA 3,10000,True,True,-0.11000000000000004,-0.21000000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330040,RJ,BARRA MANSA,FAIXA 3,2,2,1,2,10000,0.266,FAIXA 3,10000,True,True,-0.134,-0.23399999999999999,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330045,RJ,BELFORD ROXO,FAIXA 2,1,1,1,2,15000,0.42,FAIXA 2,15000,True,True,0.019999999999999962,-0.08000000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330070,RJ,CABO FRIO,FAIXA 3,9,9,3,21,10000,0.259,FAIXA 3,10000,True,True,-0.14100000000000001,-0.241,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330190,RJ,ITABORAI,FAIXA 2,1,1,1,1,15000,0.437,FAIXA 2,15000,True,True,0.03699999999999998,-0.063,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330200,RJ,ITAGUAI,FAIXA 3,1,1,1,3,10000,0.288,FAIXA 3,10000,True,True,-0.11200000000000004,-0.21200000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330220,RJ,ITAPERUNA,FAIXA 3,2,2,1,2,10000,0.255,FAIXA 3,10000,True,True,-0.14500000000000002,-0.245,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330240,RJ,MACAE,FAIXA 3,1,1,1,1,10000,0.335,FAIXA 3,10000,True,True,-0.065,-0.16499999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330250,RJ,MAGE,FAIXA 2,1,1,1,1,15000,0.427,FAIXA 2,15000,True,True,0.02699999999999997,-0.07300000000000001,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330330,RJ,NITEROI,FAIXA 3,2,2,2,2,10000,0.291,FAIXA 3,10000,True,True,-0.10900000000000004,-0.20900000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330340,RJ,NOVA FRIBURGO,FAIXA 3,1,1,1,2,10000,0.225,FAIXA 3,10000,True,True,-0.17500000000000002,-0.275,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330350,RJ,NOVA IGUACU,FAIXA 2,1,1,1,2,15000,0.408,FAIXA 2,15000,True,True,0.007999999999999952,-0.09200000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330370,RJ,PARAIBA DO SUL,FAIXA 3,1,1,1,1,10000,0.305,FAIXA 3,10000,True,True,-0.09500000000000003,-0.195,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330452,RJ,RIO DAS OSTRAS,FAIXA 3,1,1,1,2,10000,0.244,FAIXA 3,10000,True,True,-0.15600000000000003,-0.256,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330455,RJ,RIO DE JANEIRO,FAIXA 3,1,1,1,1,10000,0.334,FAIXA 3,10000,True,True,-0.066,-0.16599999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330490,RJ,SAO GONCALO,FAIXA 2,1,1,1,1,15000,0.379,FAIXA 3,10000,False,False,-0.02100000000000002,-0.121,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330510,RJ,SAO JOAO DE MERITI,FAIXA 2,1,1,1,1,15000,0.37,FAIXA 3,10000,False,False,-0.030000000000000027,-0.13,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330620,RJ,VASSOURAS,FAIXA 3,1,1,1,1,10000,0.186,FAIXA 3,10000,True,True,-0.21400000000000002,-0.314,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
330630,RJ,VOLTA REDONDA,FAIXA 3,2,1,2,2,10000,0.236,FAIXA 3,10000,True,True,-0.16400000000000003,-0.264,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
350190,SP,AMPARO,FAIXA 3,1,1,1,1,10000,0.182,FAIXA 3,10000,True,True,-0.21800000000000003,-0.318,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
350210,SP,ANDRADINA,FAIXA 3,6,6,1,6,10000,0.223,FAIXA 3,10000,True,True,-0.17700000000000002,-0.277,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
350600,SP,BAURU,FAIXA 3,2,2,1,2,10000,0.257,FAIXA 3,10000,True,True,-0.14300000000000002,-0.243,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
350750,SP,BOTUCATU,FAIXA 3,5,5,1,5,10000,0.288,FAIXA 3,10000,True,True,-0.11200000000000004,-0.21200000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
350760,SP,BRAGANCA PAULISTA,FAIXA 3,2,2,1,2,10000,0.221,FAIXA 3,10000,True,True,-0.17900000000000002,-0.279,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
350950,SP,CAMPINAS,FAIXA 3,2,1,2,2,10000,0.332,FAIXA 3,10000,True,True,-0.068,-0.16799999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
351050,SP,CARAGUATATUBA,FAIXA 3,6,6,1,6,10000,0.238,FAIXA 3,10000,True,True,-0.16200000000000003,-0.262,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
351300,SP,COTIA,FAIXA 2,1,1,1,1,15000,0.342,FAIXA 3,10000,False,False,-0.057999999999999996,-0.15799999999999997,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
351390,SP,DIVINOLANDIA,FAIXA 3,1,1,1,1,10000,0.303,FAIXA 3,10000,True,True,-0.09700000000000003,-0.197,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
351880,SP,GUARULHOS,FAIXA 2,12,6,3,12,15000,0.365,FAIXA 3,10000,False,False,-0.03500000000000003,-0.135,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
352010,SP,IGARAPAVA,FAIXA 2,3,3,1,3,15000,0.372,FAIXA 3,10000,False,False,-0.028000000000000025,-0.128,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
352590,SP,JUNDIAI,FAIXA 3,3,3,2,3,10000,0.219,FAIXA 3,10000,True,True,-0.18100000000000002,-0.281,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
352900,SP,MARILIA,FAIXA 3,2,2,2,2,10000,0.268,FAIXA 3,10000,True,True,-0.132,-0.23199999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
353440,SP,OSASCO,FAIXA 2,3,3,1,3,15000,0.354,FAIXA 3,10000,False,False,-0.04600000000000004,-0.14600000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
354140,SP,PRESIDENTE PRUDENTE,FAIXA 3,1,1,1,1,10000,0.228,FAIXA 3,10000,True,True,-0.17200000000000001,-0.272,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
354150,SP,PRESIDENTE VENCESLAU,FAIXA 3,2,2,1,2,10000,0.22,FAIXA 3,10000,True,True,-0.18000000000000002,-0.28,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
354340,SP,RIBEIRAO PRETO,FAIXA 3,1,1,1,1,10000,0.319,FAIXA 3,10000,True,True,-0.08100000000000002,-0.181,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
354940,SP,SAO JOAQUIM DA BARRA,FAIXA 3,2,2,1,2,10000,0.216,FAIXA 3,10000,True,True,-0.18400000000000002,-0.28400000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
355010,SP,SAO MANUEL,FAIXA 3,1,1,1,1,10000,0.336,FAIXA 3,10000,True,True,-0.064,-0.16399999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
355370,SP,TAQUARITINGA,FAIXA 3,2,2,1,2,10000,0.372,FAIXA 3,10000,True,True,-0.028000000000000025,-0.128,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
355500,SP,TUPA,FAIXA 3,8,8,1,8,10000,0.326,FAIXA 3,10000,True,True,-0.07400000000000001,-0.174,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
355710,SP,VOTUPORANGA,FAIXA 3,2,2,1,2,10000,0.195,FAIXA 3,10000,True,True,-0.20500000000000002,-0.305,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
410480,PR,CASCAVEL,FAIXA 3,1,1,1,1,10000,0.318,FAIXA 3,10000,True,True,-0.08200000000000002,-0.182,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
410690,PR,CURITIBA,FAIXA 3,2,1,2,3,10000,0.297,FAIXA 3,10000,True,True,-0.10300000000000004,-0.203,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
411370,PR,LONDRINA,FAIXA 3,4,3,2,4,10000,0.335,FAIXA 3,10000,True,True,-0.065,-0.16499999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
411820,PR,PARANAGUA,FAIXA 3,3,3,1,3,10000,0.244,FAIXA 3,10000,True,True,-0.15600000000000003,-0.256,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
411990,PR,PONTA GROSSA,FAIXA 3,3,3,1,3,10000,0.358,FAIXA 3,10000,True,True,-0.04200000000000004,-0.14200000000000002,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420240,SC,BLUMENAU,FAIXA 3,1,1,1,1,10000,0.212,FAIXA 3,10000,True,True,-0.18800000000000003,-0.28800000000000003,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420420,SC,CHAPECO,FAIXA 3,3,3,1,4,10000,0.257,FAIXA 3,10000,True,True,-0.14300000000000002,-0.243,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420460,SC,CRICIUMA,FAIXA 3,3,3,1,4,10000,0.197,FAIXA 3,10000,True,True,-0.203,-0.303,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420540,SC,FLORIANOPOLIS,FAIXA 3,1,1,1,2,10000,0.237,FAIXA 3,10000,True,True,-0.16300000000000003,-0.263,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420820,SC,ITAJAI,FAIXA 3,1,1,1,1,10000,0.188,FAIXA 3,10000,True,True,-0.21200000000000002,-0.312,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420890,SC,JARAGUA DO SUL,FAIXA 3,3,3,1,4,10000,0.202,FAIXA 3,10000,True,True,-0.198,-0.298,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420900,SC,JOACABA,FAIXA 3,1,1,1,1,10000,0.189,FAIXA 3,10000,True,True,-0.21100000000000002,-0.311,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
420930,SC,LAGES,FAIXA 3,2,2,1,3,10000,0.365,FAIXA 3,10000,True,True,-0.03500000000000003,-0.135,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
421480,SC,RIO DO SUL,FAIXA 3,2,2,1,4,10000,0.15,FAIXA 3,10000,True,True,-0.25,-0.35,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
421580,SC,SAO BENTO DO SUL,FAIXA 3,1,1,1,1,10000,0.194,FAIXA 3,10000,True,True,-0.20600000000000002,-0.306,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
421720,SC,SAO MIGUEL DO OESTE,FAIXA 3,1,1,1,1,10000,0.243,FAIXA 3,10000,True,True,-0.15700000000000003,-0.257,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
421870,SC,TUBARAO,FAIXA 3,1,1,1,1,10000,0.153,FAIXA 3,10000,True,True,-0.24700000000000003,-0.347,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
430530,RS,CHAPADA,FAIXA 3,1,1,1,2,10000,0.141,FAIXA 3,10000,True,True,-0.259,-0.359,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
430535,RS,CHARQUEADAS,FAIXA 3,1,1,1,1,10000,0.201,FAIXA 3,10000,True,True,-0.199,-0.299,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
430610,RS,CRUZ ALTA,FAIXA 3,1,1,1,1,10000,0.252,FAIXA 3,10000,True,True,-0.14800000000000002,-0.248,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
430700,RS,ERECHIM,FAIXA 3,3,2,2,4,10000,0.275,FAIXA 3,10000,True,True,-0.125,-0.22499999999999998,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
430850,RS,FREDERICO WESTPHALEN,FAIXA 3,4,4,1,4,10000,0.153,FAIXA 3,10000,True,True,-0.24700000000000003,-0.347,False,IVS_IPEA_2010_PUBLICO_CANDIDATO
