termo,coef,se_cluster,ci_low,ci_high,p_valor,q_fdr_estrato,espec,n,n_clusters,r2,outcome_medio
const,-0.07491776978444323,0.07789795023279235,-0.22759494671020974,0.07775940714132329,0.3361789654775481,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_10,-0.28734811780880615,0.04607594526901637,-0.37765531108971695,-0.19704092452789537,4.477495566157341e-10,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_11,-0.27219153160413695,0.04155470602258978,-0.3536372587965626,-0.1907458044117113,5.74610382107248e-11,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_12,-0.08772621666023474,0.09011928191414952,-0.26435676352457965,0.08890433020411016,0.33033189471851865,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_13,-0.03258649713090466,0.108856343507087,-0.24594100989351575,0.1807680156317064,0.7646705501825009,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_14,0.10408896157414628,0.05675338019519678,-0.007145619609348189,0.21532354275764076,0.06664546193327538,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_15,0.1812187000171294,0.06791460020904738,0.04810852958296011,0.31432887045129865,0.007622889407023408,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_16,-0.12134337218217528,0.09731678556281874,-0.3120807669765075,0.06939402261215694,0.21243766272207476,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_2,0.08284748024320285,0.069372072447182,-0.05311928328617729,0.218814243772583,0.23238085088622107,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_3,0.08778980249202274,0.12014893199963955,-0.14769777700822279,0.3232773819922683,0.4649777828136944,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_4,0.1038177264805622,0.08507227740185068,-0.06292087330986584,0.27055632627099024,0.2223332352032239,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_5,-0.10083955670657459,0.07658478138743836,-0.25094296998982724,0.049263856576678075,0.18793756144714835,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_6,0.2591198113889106,0.07545300676201858,0.11123463561009703,0.40700498716772415,0.0005943318034252012,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_7,-0.19771311817495155,0.049260022896116765,-0.29426098892895886,-0.10116524742094424,5.97837520394638e-05,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_8,0.3062302106700106,0.05873856180536975,0.1911047450278059,0.4213556763122153,1.853663694210379e-07,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
cod_curso_9,-0.13241924814865794,0.053665157163745134,-0.23760102341428008,-0.027237472883035796,0.013605687288873644,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
estrato_capital,0.3264038045413463,0.07179160434535373,0.18569484563210378,0.46711276345058883,5.453355294769253e-06,8.18003294215388e-06,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
estrato_interior_proximo_polo,0.12065001700234028,0.043120940431196554,0.03613452677769796,0.2051655072269826,0.005142887906441984,0.005142887906441984,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
estrato_metropolitano,0.2792856656562696,0.05855041209586844,0.16452896666838912,0.3940423646441501,1.842227959023983e-06,5.5266838770719485e-06,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
uf_fe_AM,0.27808660821463765,0.11106404097853796,0.060405087919222555,0.49576812851005275,0.012285351526823496,,LPM_minimal_estrato_FEcurso_FEuf_cluster,1295,368,0.2609059222097405,0.30347490347490347
