termo,coef,se_cluster,ci_low,ci_high,p_valor,espec,n,n_clusters,r2,outcome_medio,q_fdr_atracao,familia_fdr
estrato_metropolitano,0.0679818358151393,0.0431699109331752,-0.01662963482968602,0.1525933064599646,0.11531406233128126,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
ivs_2010,-0.26926442101396897,0.16628707570417298,-0.5951811004886334,0.05665225846069549,0.1053882151865305,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
log_pop,0.09997528098042283,0.019987501886285907,0.06080049714237605,0.1391500648184696,5.677105291346762e-07,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_12,0.029634866017560907,0.10296026670066931,-0.17216354855438956,0.23143328058951138,0.7734782664099551,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_13,0.0033611497193308075,0.08122995927096315,-0.15584664491741243,0.16256894435607402,0.9669943896444633,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_15,-0.0604257940240183,0.0835956526849833,-0.22427026255070462,0.10341867450266803,0.4697817729692444,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_17,0.031274150087037725,0.07320443880855801,-0.11220391348620219,0.17475221366027766,0.6692215851707354,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_21,0.07645423539865309,0.07289614061032867,-0.06641957480955873,0.21932804560686492,0.2942653583200724,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_22,-0.004620307498663802,0.07520034420980619,-0.15201027377489912,0.14276965877757153,0.951008814590582,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_23,0.046366402358805,0.07068242655412307,-0.09216860802717379,0.18490141274478378,0.5118356801297572,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_24,0.07465403981150126,0.08103254763829013,-0.08416683513507359,0.2334749147580761,0.3569018490359248,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_29,-0.036467059986266294,0.08715354381179415,-0.20728486698241652,0.13435074700988395,0.6756377665701077,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
uf_fe_31,0.1056336240184487,0.07456383169633313,-0.04050880065567036,0.25177604869256776,0.15657440858051933,LPM_cobertura_full,587,295,0.28531728472931406,0.9369676320272572,,
