termo,coef,se_cluster,ci_low,ci_high,p_valor,q_fdr_estrato,espec,n,n_clusters,r2,outcome_medio
uf_fe_TO,0.060546963510186555,0.06899695292285424,-0.07468457926161336,0.19577850628198645,0.38019830104588104,,LPM_ivs_only_FE,1295,368,0.21163956629199776,0.30347490347490347
const,-0.3161027253089498,0.18257831164707822,-0.6739496404953529,0.041744189877453375,0.08339349287452977,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_10,-0.279817948774142,0.04611810968105851,-0.3702077827840847,-0.18942811476419932,1.299811901884243e-09,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_11,-0.2615318480881173,0.041889699380082815,-0.34363415019628946,-0.17942954597994515,4.283105454923264e-10,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_12,-0.07815324402576729,0.09157097462318732,-0.25762905631644567,0.1013225682649111,0.39339772263134676,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_13,-0.010123452424131138,0.11021064190516937,-0.22613234127130394,0.2058854364230417,0.9268128563834306,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_14,0.11096792988779997,0.05650352393045194,0.00022305798451709158,0.22171280179108283,0.049540336586735324,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_15,0.18137113112801723,0.06997363192325161,0.04422533269098189,0.31851692956505256,0.009542184394514559,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_16,-0.09675073334904263,0.09711203671629451,-0.28708682777831124,0.09358536108022597,0.3191143515737602,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_2,0.09492404528189345,0.06973117628652233,-0.041746548839303774,0.23159463940309066,0.17342345580209595,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_3,0.1127712827105771,0.11813070316881535,-0.11876064096869263,0.3443032063898468,0.3397641144242708,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_4,0.12165957191081404,0.08672427541180128,-0.04831688448164902,0.2916360283032771,0.16066700002658763,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_5,-0.08035664882892131,0.07846682280736035,-0.23414879551263368,0.07343549785479107,0.3057954140175204,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_6,0.26115554220126846,0.07711796430948759,0.1100071095936275,0.41230397480890946,0.0007080514499335811,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_7,-0.19134621361621193,0.049646819111077434,-0.28865219102089856,-0.0940402362115253,0.00011613309328320433,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_8,0.314666472456048,0.05856629187641145,0.19987864967022084,0.4294542952418752,7.751228924084931e-08,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
cod_curso_9,-0.11292061241031388,0.05517454483225587,-0.22106073314492594,-0.004780491675701826,0.040696682131770544,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
estrato_capital,0.5707123667640547,0.46508288011204224,-0.34083332808170785,1.482258061609817,0.21977760258264067,0.21977760258264067,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
estrato_capital_x_ivs,-0.8869405121323071,1.3649193186815574,-3.562133218551108,1.7882521942864937,0.5158138749773988,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
estrato_interior_proximo_polo,0.35776259988834536,0.1640329019695325,0.036264019748472376,0.6792611800282183,0.029180332073696993,0.056748868340935996,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
estrato_interior_proximo_polo_x_ivs,-0.5783722033635093,0.44165671600737216,-1.4440034602681935,0.287259053541175,0.19034761367708708,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
estrato_metropolitano,0.5234145096459469,0.25204583054930546,0.029413759315822907,1.017415259976071,0.03783257889395733,0.056748868340935996,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
estrato_metropolitano_x_ivs,-0.5684010562962502,0.6972833927499549,-1.9350513931040592,0.7982492805115587,0.4149778367930751,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
ivs_2010,0.6711352235661432,0.4120479015390242,-0.13646382335565055,1.478734270487937,0.10335968099807102,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_AM,0.2554033780913376,0.08849179719275575,0.08196264266631367,0.42884411351636154,0.0038994734622860476,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_BA,0.37967065329341565,0.07438107815092612,0.23388641898634133,0.52545488760049,3.3184857328909797e-07,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_CE,0.3970326818289987,0.09046448523911459,0.21972554888037876,0.5743398147776186,1.1396537902710601e-05,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_GO,0.22010727791617582,0.11633543002266131,-0.007905975054220055,0.44812053088657167,0.058490242886089304,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_MA,0.31528729113178594,0.07903113250809399,0.16038911775850906,0.4701854645050628,6.623890227224639e-05,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_MG,0.1951983078527418,0.07107967365904376,0.055884707448155685,0.3345119082573279,0.006029178653830025,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_MS,0.06578366288961905,0.10126084956180706,-0.1326839552954513,0.2642512810746894,0.5159211866114342,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_MT,0.11805266525257892,0.07613300590754181,-0.031165284360978193,0.267270614866136,0.1209949696190155,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_PA,0.21856212913329398,0.06911640307261223,0.0830964683700205,0.35402778989656747,0.0015656456014576496,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_PI,0.150401528653575,0.0704201337511789,0.012380602714770844,0.28842245459237914,0.032697795443198376,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_PR,0.29531193733500766,0.1270388274796782,0.04632041083664104,0.5443034638333742,0.020094420935546708,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_RESTO,0.35014748339326063,0.0980193072765047,0.15803317134174658,0.5422617954447747,0.00035395470194923574,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_RJ,0.3740225725942843,0.1010941666317224,0.17588164694901748,0.5721634982395511,0.00021581675329157066,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_RN,0.40012093730784304,0.11494010485302335,0.1748424714166598,0.6253994031990263,0.0004993113607472855,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_RO,0.16776390502229405,0.07274900356782762,0.025178478118176,0.3103493319264121,0.021107020510689065,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_RS,0.15012725106288838,0.09081244924317956,-0.027861878801615253,0.32811638092739204,0.098298881824788,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_SC,0.17309246076006754,0.14800491590666584,-0.11699184395187687,0.4631767654720119,0.24220030524797775,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_SP,0.33733176833591483,0.08452877219578635,0.1716584191747829,0.5030051174970468,6.586937655597237e-05,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
uf_fe_TO,0.005732595000672603,0.0902625956638348,-0.17117884165154484,0.18264403165289006,0.9493602416497914,,LPM_estrato_x_ivs_FE,1295,368,0.23937995432700898,0.30347490347490347
