termo,coef,se_cluster,ci_low,ci_high,p_valor,q_fdr_estrato,espec,n,n_clusters,r2,outcome_medio
cod_curso_7,-0.19292590608870058,0.04938028768108213,-0.2897094914898485,-0.0961423206875527,9.347168732207126e-05,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
cod_curso_8,0.2959455391963656,0.05984420063313638,0.17865306127182923,0.413238017120902,7.603964477655661e-07,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
cod_curso_9,-0.11805064356952416,0.059043998459635406,-0.233774754053648,-0.0023265330854003313,0.045568620368677065,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
estrato_capital,0.2702768545487433,0.09136849672530176,0.09119789164558598,0.44935581745190056,0.0030954493717487382,0.0030954493717487382,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
estrato_interior_proximo_polo,0.13324156365238893,0.04383672724612814,0.04732315704987207,0.2191599702549058,0.0023697423217923543,0.0030954493717487382,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
estrato_metropolitano,0.33094398554753035,0.06076208408995336,0.21185248910562754,0.45003548198943316,5.1354953528828286e-08,1.5406486058648486e-07,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_AM,0.28289964199813233,0.10698646850453576,0.07321001689611342,0.4925892671001513,0.008187064055875057,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_BA,0.3747674530868623,0.07632448691549226,0.2251742075939989,0.5243606985797258,9.09898880275081e-07,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_CE,0.4429623950187773,0.08601187426764281,0.27438221921141,0.6115425708261446,2.6046639641528575e-07,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_GO,0.19467395077724686,0.11232894768580401,-0.025486741108212835,0.41483464266270653,0.08308319390175663,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_MA,0.3188284553479775,0.08277326743160617,0.1565958322993272,0.4810610783966278,0.00011723897839375052,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_MG,0.18711464320575585,0.0744620111961569,0.04117178304487004,0.33305750336664164,0.01197475782234425,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_MS,0.0806584077239228,0.10031021097144051,-0.11594599306171519,0.27726280850956075,0.42134517107352454,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_MT,0.11377835410453777,0.09096855551803182,-0.06451673843643699,0.2920734466455125,0.21102797570142884,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_PA,0.2316206134014467,0.07797610186928097,0.07879026208282963,0.3844509647200638,0.0029740724469041846,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_PI,0.18958768773108975,0.07457819395059959,0.043417113555871634,0.33575826190630786,0.01101782405355245,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_PR,0.24382738004892707,0.10649032518221538,0.03511017798982616,0.45254458210802795,0.022040629614140817,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_RESTO,0.33917808324101195,0.0966624908269929,0.14972308256417252,0.5286330839178514,0.00044998034328019165,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_RJ,0.38482313606505547,0.10349939369323936,0.1819680520045743,0.5876782201255366,0.00020071115554882616,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_RN,0.4276473534387741,0.11790194864426164,0.19656378038893021,0.658730926488618,0.000286573415792218,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_RO,0.14934879013796626,0.07476841502591423,0.0028053895060309586,0.2958921907699016,0.04577251848082518,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_RS,0.13649013547763814,0.08920955412156333,-0.03835737767750272,0.311337648632779,0.12601806722742523,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_SC,0.16556591761948225,0.13144984409402216,-0.09207104257820631,0.4232028778171708,0.2078365023803883,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_SP,0.3678215016490515,0.087100011610249,0.19710861583994288,0.5385343874581601,2.4109451608233972e-05,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
uf_fe_TO,-0.027558884297807784,0.0896610439443665,-0.20329130124502923,0.14817353264941366,0.7585637191192927,,LPM_municipio_curso_minimal,1184,368,0.24396478430555935,0.31925675675675674
