co_ibge_6d,cod_curso,estrato,ivs_2010,log_pop,estoque_por_10k,atracao_muni,amostra_confirmatoria,estoque_baseline,cobertura_baseline,entradas_baseline,sg_uf,uf_fe,co_ibge_7d,no_municipio,macro_regiao_saude,estoque_6m,cobertura_6m,entradas_6m,saidas_3m,saldo_6m,presentes_6m,coorte_6m_madura,elegiveis_6m,presentes_baseline_6m,elegiveis_baseline_6m,coorte_madura_baseline,delta_estoque_6m,delta_estoque_jun25_mar26,delta_cobertura_6m
211050,9,interior_proximo_polo,0.507,9.120196822123217,4.37780453102769,0,True,3,1,0.0,21,21,2110500,São Bento,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
211060,9,interior_remoto,0.46,8.537191877922927,1.9607843137254901,0,True,1,1,0.0,21,21,2110609,São Bernardo,,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
211130,16,capital,0.385,12.759546754765811,0.1844633028226239,1,True,18,1,0.0,21,21,2111300,São Luís,NORDESTE,18,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
211220,7,metropolitano,0.383,10.939816552894099,4.582328177475048,1,False,2,1,0.0,21,21,2112209,Timon,NORDESTE,5,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,3,3,0
211220,8,metropolitano,0.383,10.939816552894099,4.582328177475048,1,False,27,1,0.0,21,21,2112209,Timon,NORDESTE,25,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-2,-2,0
211220,9,metropolitano,0.383,10.939816552894099,4.582328177475048,1,True,5,1,0.0,21,21,2112209,Timon,NORDESTE,7,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,2,2,0
211220,10,metropolitano,0.383,10.939816552894099,4.582328177475048,1,False,1,1,0.0,21,21,2112209,Timon,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,2,2,0
211220,11,metropolitano,0.383,10.939816552894099,4.582328177475048,1,False,1,1,0.0,21,21,2112209,Timon,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,2,2,0
211220,14,metropolitano,0.383,10.939816552894099,4.582328177475048,1,True,18,1,0.0,21,21,2112209,Timon,NORDESTE,20,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,2,2,0
211300,9,interior_proximo_polo,0.537,8.752897524775305,0.0,0,True,2,1,0.0,21,21,2113009,Vitorino Freire,,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220190,1,interior_proximo_polo,0.33,8.767017621311778,4.674353381115612,0,True,1,1,0.0,22,22,2201903,Bom Jesus,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220190,4,interior_proximo_polo,0.33,8.767017621311778,4.674353381115612,0,False,1,1,0.0,22,22,2201903,Bom Jesus,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220190,5,interior_proximo_polo,0.33,8.767017621311778,4.674353381115612,0,True,0,0,0.0,22,22,2201903,Bom Jesus,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220190,6,interior_proximo_polo,0.33,8.767017621311778,4.674353381115612,0,False,2,1,0.0,22,22,2201903,Bom Jesus,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220190,9,interior_proximo_polo,0.33,8.767017621311778,4.674353381115612,0,True,1,1,0.0,22,22,2201903,Bom Jesus,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220220,1,interior_proximo_polo,0.331,9.549024446393997,16.334046091708245,0,True,1,1,0.0,22,22,2202208,Campo Maior,NORDESTE,2,1,0.0,1.0,-1.0,0.0,False,,0.0,0.0,True,1,1,0
220220,2,interior_proximo_polo,0.331,9.549024446393997,16.334046091708245,1,True,13,1,0.0,22,22,2202208,Campo Maior,NORDESTE,14,1,0.0,4.0,-4.0,0.0,False,,0.0,0.0,True,1,1,0
220220,4,interior_proximo_polo,0.331,9.549024446393997,16.334046091708245,0,False,1,1,0.0,22,22,2202208,Campo Maior,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220220,5,interior_proximo_polo,0.331,9.549024446393997,16.334046091708245,0,True,0,0,0.0,22,22,2202208,Campo Maior,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220220,6,interior_proximo_polo,0.331,9.549024446393997,16.334046091708245,1,False,9,1,0.0,22,22,2202208,Campo Maior,NORDESTE,11,1,0.0,1.0,-1.0,0.0,False,,0.0,0.0,True,2,2,0
220220,9,interior_proximo_polo,0.331,9.549024446393997,16.334046091708245,1,True,10,1,0.0,22,22,2202208,Campo Maior,NORDESTE,12,1,0.0,1.0,-1.0,0.0,False,,0.0,0.0,True,2,2,0
220290,1,interior_proximo_polo,0.397,8.652248422409102,12.524758243038564,0,True,2,1,0.0,22,22,2202901,Corrente,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220290,2,interior_proximo_polo,0.397,8.652248422409102,12.524758243038564,1,True,5,1,0.0,22,22,2202901,Corrente,NORDESTE,5,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220290,4,interior_proximo_polo,0.397,8.652248422409102,12.524758243038564,0,False,0,0,0.0,22,22,2202901,Corrente,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220290,5,interior_proximo_polo,0.397,8.652248422409102,12.524758243038564,0,True,0,0,0.0,22,22,2202901,Corrente,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220290,6,interior_proximo_polo,0.397,8.652248422409102,12.524758243038564,0,False,1,1,0.0,22,22,2202901,Corrente,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220390,1,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,True,4,1,0.0,22,22,2203909,Floriano,NORDESTE,5,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220390,2,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,True,7,1,0.0,22,22,2203909,Floriano,NORDESTE,8,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220390,4,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,1,False,0,0,0.0,22,22,2203909,Floriano,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220390,5,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,1,True,1,1,0.0,22,22,2203909,Floriano,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220390,6,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,False,19,1,0.0,22,22,2203909,Floriano,NORDESTE,23,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,4,4,0
220390,7,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,False,4,1,0.0,22,22,2203909,Floriano,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220390,8,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,1,False,19,1,0.0,22,22,2203909,Floriano,NORDESTE,23,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,4,4,0
220390,9,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,True,6,1,0.0,22,22,2203909,Floriano,NORDESTE,7,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220390,10,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,False,4,1,0.0,22,22,2203909,Floriano,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220390,11,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,False,4,1,0.0,22,22,2203909,Floriano,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220390,12,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,True,1,1,0.0,22,22,2203909,Floriano,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220390,14,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,True,13,1,0.0,22,22,2203909,Floriano,NORDESTE,14,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220390,15,interior_proximo_polo,0.267,9.872461173931006,21.018155560140293,0,True,2,1,0.0,22,22,2203909,Floriano,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220700,1,interior_proximo_polo,0.328,9.165238398063762,17.786147729650555,0,True,2,1,0.0,22,22,2207009,Oeiras,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220700,2,interior_proximo_polo,0.328,9.165238398063762,17.786147729650555,1,True,7,1,0.0,22,22,2207009,Oeiras,NORDESTE,8,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220700,4,interior_proximo_polo,0.328,9.165238398063762,17.786147729650555,0,False,0,0,0.0,22,22,2207009,Oeiras,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220700,5,interior_proximo_polo,0.328,9.165238398063762,17.786147729650555,0,True,1,1,0.0,22,22,2207009,Oeiras,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220700,6,interior_proximo_polo,0.328,9.165238398063762,17.786147729650555,0,False,5,1,0.0,22,22,2207009,Oeiras,NORDESTE,6,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220700,9,interior_proximo_polo,0.328,9.165238398063762,17.786147729650555,0,True,3,1,0.0,22,22,2207009,Oeiras,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220770,1,metropolitano,0.387,10.71121263780351,23.873221119904876,0,True,10,1,0.0,22,22,2207702,Parnaíba,NORDESTE,10,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220770,3,metropolitano,0.387,10.71121263780351,23.873221119904876,1,True,1,1,0.0,22,22,2207702,Parnaíba,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220770,4,metropolitano,0.387,10.71121263780351,23.873221119904876,0,False,3,1,0.0,22,22,2207702,Parnaíba,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
220770,5,metropolitano,0.387,10.71121263780351,23.873221119904876,0,True,2,1,0.0,22,22,2207702,Parnaíba,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220770,6,metropolitano,0.387,10.71121263780351,23.873221119904876,1,False,34,1,0.0,22,22,2207702,Parnaíba,NORDESTE,37,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,3,3,0
220770,7,metropolitano,0.387,10.71121263780351,23.873221119904876,1,False,8,1,0.0,22,22,2207702,Parnaíba,NORDESTE,11,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,3,3,0
220770,9,metropolitano,0.387,10.71121263780351,23.873221119904876,1,True,18,1,0.0,22,22,2207702,Parnaíba,NORDESTE,19,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,1,1,0
220770,10,metropolitano,0.387,10.71121263780351,23.873221119904876,0,False,6,1,0.0,22,22,2207702,Parnaíba,NORDESTE,8,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,2,2,0
220770,11,metropolitano,0.387,10.71121263780351,23.873221119904876,0,False,6,1,0.0,22,22,2207702,Parnaíba,NORDESTE,8,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,2,2,0
220770,12,metropolitano,0.387,10.71121263780351,23.873221119904876,0,True,5,1,1.0,22,22,2207702,Parnaíba,NORDESTE,5,1,0.0,0.0,0.0,0.0,False,,1.0,1.0,True,0,0,0
220770,13,metropolitano,0.387,10.71121263780351,23.873221119904876,0,True,4,1,0.0,22,22,2207702,Parnaíba,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220770,15,metropolitano,0.387,10.71121263780351,23.873221119904876,1,True,12,1,0.0,22,22,2207702,Parnaíba,NORDESTE,12,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220800,1,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,True,8,1,0.0,22,22,2208007,Picos,NORDESTE,8,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220800,2,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,True,27,1,0.0,22,22,2208007,Picos,NORDESTE,29,1,1.0,1.0,0.0,0.0,False,,0.0,0.0,True,2,2,0
220800,4,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,False,1,1,0.0,22,22,2208007,Picos,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220800,5,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,True,1,1,0.0,22,22,2208007,Picos,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
220800,6,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,False,25,1,0.0,22,22,2208007,Picos,NORDESTE,29,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,4,4,0
220800,7,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,False,8,1,0.0,22,22,2208007,Picos,NORDESTE,7,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-1,-1,0
220800,8,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,1,False,25,1,0.0,22,22,2208007,Picos,NORDESTE,29,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,4,4,0
220800,9,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,True,10,1,1.0,22,22,2208007,Picos,NORDESTE,10,1,0.0,0.0,0.0,0.0,False,,0.0,1.0,True,0,0,0
220800,10,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,False,7,1,0.0,22,22,2208007,Picos,NORDESTE,6,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-1,-1,0
220800,11,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,False,7,1,0.0,22,22,2208007,Picos,NORDESTE,6,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-1,-1,0
220800,12,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,0,True,3,1,1.0,22,22,2208007,Picos,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,1.0,True,0,0,0
220800,14,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,1,True,21,1,0.0,22,22,2208007,Picos,NORDESTE,22,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,1,1,0
220800,15,interior_proximo_polo,0.321,9.772239265926174,37.77296311078169,1,True,6,1,0.0,22,22,2208007,Picos,NORDESTE,8,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,2,2,0
220840,1,interior_proximo_polo,0.361,9.684086987500752,23.870311559457832,0,True,9,1,0.0,22,22,2208403,Piripiri,NORDESTE,9,1,2.0,0.0,2.0,0.0,False,,0.0,0.0,True,0,0,0
220840,2,interior_proximo_polo,0.361,9.684086987500752,23.870311559457832,1,True,11,1,2.0,22,22,2208403,Piripiri,NORDESTE,12,1,0.0,0.0,0.0,0.0,False,,2.0,2.0,True,1,1,0
220840,4,interior_proximo_polo,0.361,9.684086987500752,23.870311559457832,0,False,1,1,1.0,22,22,2208403,Piripiri,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,1.0,1.0,True,1,1,0
220840,5,interior_proximo_polo,0.361,9.684086987500752,23.870311559457832,0,True,0,0,0.0,22,22,2208403,Piripiri,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,1
220840,6,interior_proximo_polo,0.361,9.684086987500752,23.870311559457832,1,False,16,1,1.0,22,22,2208403,Piripiri,NORDESTE,21,1,5.0,0.0,5.0,0.0,False,,1.0,1.0,True,5,5,0
220840,8,interior_proximo_polo,0.361,9.684086987500752,23.870311559457832,1,False,16,1,1.0,22,22,2208403,Piripiri,NORDESTE,21,1,5.0,0.0,5.0,0.0,False,,1.0,1.0,True,5,5,0
220840,9,interior_proximo_polo,0.361,9.684086987500752,23.870311559457832,1,True,2,1,0.0,22,22,2208403,Piripiri,NORDESTE,4,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,2,2,0
221060,1,interior_proximo_polo,0.362,8.978912601074276,32.45934703138787,1,True,4,1,0.0,22,22,2210607,São Raimundo Nonato,NORDESTE,5,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,1,1,0
221060,2,interior_proximo_polo,0.362,8.978912601074276,32.45934703138787,1,True,13,1,0.0,22,22,2210607,São Raimundo Nonato,NORDESTE,14,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
221060,4,interior_proximo_polo,0.362,8.978912601074276,32.45934703138787,0,False,0,0,0.0,22,22,2210607,São Raimundo Nonato,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221060,5,interior_proximo_polo,0.362,8.978912601074276,32.45934703138787,0,True,0,0,0.0,22,22,2210607,São Raimundo Nonato,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221060,6,interior_proximo_polo,0.362,8.978912601074276,32.45934703138787,1,False,9,1,0.0,22,22,2210607,São Raimundo Nonato,NORDESTE,10,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,1,1,0
221060,9,interior_proximo_polo,0.362,8.978912601074276,32.45934703138787,0,True,1,1,0.0,22,22,2210607,São Raimundo Nonato,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
221100,5,capital,0.296,12.565518247648228,0.5380922796264883,1,True,18,1,0.0,22,22,2211001,Teresina,NORDESTE,21,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,3,3,0
221100,11,capital,0.296,12.565518247648228,0.5380922796264883,0,False,91,1,0.0,22,22,2211001,Teresina,NORDESTE,93,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,2,2,0
221100,12,capital,0.296,12.565518247648228,0.5380922796264883,0,True,23,1,0.0,22,22,2211001,Teresina,NORDESTE,24,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,1,1,0
221120,1,interior_proximo_polo,0.386,8.669055540725484,11.170304175975254,0,True,0,0,0.0,22,22,2211209,Uruçuí,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221120,2,interior_proximo_polo,0.386,8.669055540725484,11.170304175975254,1,True,1,1,0.0,22,22,2211209,Uruçuí,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
221120,4,interior_proximo_polo,0.386,8.669055540725484,11.170304175975254,0,False,0,0,0.0,22,22,2211209,Uruçuí,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221120,5,interior_proximo_polo,0.386,8.669055540725484,11.170304175975254,0,True,0,0,0.0,22,22,2211209,Uruçuí,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221120,6,interior_proximo_polo,0.386,8.669055540725484,11.170304175975254,0,False,4,1,0.0,22,22,2211209,Uruçuí,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-1,-1,0
221120,9,interior_proximo_polo,0.386,8.669055540725484,11.170304175975254,0,True,1,1,0.0,22,22,2211209,Uruçuí,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221130,1,interior_proximo_polo,0.375,8.756839814829462,25.18495199118527,0,True,2,1,0.0,22,22,2211308,Valença do Piauí,NORDESTE,1,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-1,-1,0
221130,2,interior_proximo_polo,0.375,8.756839814829462,25.18495199118527,1,True,9,1,1.0,22,22,2211308,Valença do Piauí,NORDESTE,9,1,0.0,0.0,0.0,0.0,False,,1.0,1.0,True,0,0,0
221130,4,interior_proximo_polo,0.375,8.756839814829462,25.18495199118527,0,False,0,0,0.0,22,22,2211308,Valença do Piauí,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221130,5,interior_proximo_polo,0.375,8.756839814829462,25.18495199118527,1,True,0,0,0.0,22,22,2211308,Valença do Piauí,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
221130,6,interior_proximo_polo,0.375,8.756839814829462,25.18495199118527,0,False,7,1,0.0,22,22,2211308,Valença do Piauí,NORDESTE,8,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230020,8,interior_remoto,0.499,9.23824732522919,10.13097322181158,1,False,6,1,0.0,23,23,2300200,Acaraú,NORDESTE,9,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,3,3,0
230020,9,interior_remoto,0.499,9.23824732522919,10.13097322181158,1,True,1,1,0.0,23,23,2300200,Acaraú,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230020,11,interior_remoto,0.499,9.23824732522919,10.13097322181158,0,False,4,1,0.0,23,23,2300200,Acaraú,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
230020,14,interior_remoto,0.499,9.23824732522919,10.13097322181158,1,True,13,1,0.0,23,23,2300200,Acaraú,NORDESTE,17,1,4.0,0.0,4.0,0.0,False,,0.0,0.0,True,4,4,0
230110,7,interior_proximo_polo,0.384,9.671996759734089,5.357367956636834,0,False,5,1,0.0,23,23,2301109,Aracati,NORDESTE,6,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230110,10,interior_proximo_polo,0.384,9.671996759734089,5.357367956636834,0,False,2,1,0.0,23,23,2301109,Aracati,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230110,11,interior_proximo_polo,0.384,9.671996759734089,5.357367956636834,0,False,2,1,0.0,23,23,2301109,Aracati,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230190,13,metropolitano,0.355,9.583075655461428,3.444475062000551,1,True,3,1,0.0,23,23,2301901,Barbalha,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
230190,16,metropolitano,0.355,9.583075655461428,3.444475062000551,1,True,6,1,0.0,23,23,2301901,Barbalha,NORDESTE,6,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
230250,7,interior_proximo_polo,0.374,9.193295937366925,16.276703967446593,1,False,10,1,0.0,23,23,2302503,Brejo Santo,NORDESTE,11,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230250,8,interior_proximo_polo,0.374,9.193295937366925,16.276703967446593,0,False,17,1,0.0,23,23,2302503,Brejo Santo,NORDESTE,18,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230250,14,interior_proximo_polo,0.374,9.193295937366925,16.276703967446593,1,True,19,1,0.0,23,23,2302503,Brejo Santo,NORDESTE,21,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,2,2,0
230260,8,interior_proximo_polo,0.396,9.749053499229063,7.634552916690981,1,False,10,1,2.0,23,23,2302602,Camocim,NORDESTE,11,1,1.0,0.0,1.0,0.0,False,,2.0,2.0,True,1,1,0
230260,9,interior_proximo_polo,0.396,9.749053499229063,7.634552916690981,0,True,2,1,0.0,23,23,2302602,Camocim,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230260,11,interior_proximo_polo,0.396,9.749053499229063,7.634552916690981,0,False,2,1,0.0,23,23,2302602,Camocim,NORDESTE,2,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,0,0,0
230260,14,interior_proximo_polo,0.396,9.749053499229063,7.634552916690981,1,True,11,1,0.0,23,23,2302602,Camocim,NORDESTE,12,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230260,15,interior_proximo_polo,0.396,9.749053499229063,7.634552916690981,1,True,0,0,0.0,23,23,2302602,Camocim,NORDESTE,2,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,2,2,1
230280,1,interior_proximo_polo,0.392,9.727525729694754,5.6642022418316245,1,True,7,1,0.0,23,23,2302800,Canindé,NORDESTE,5,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-2,-2,0
230280,7,interior_proximo_polo,0.392,9.727525729694754,5.6642022418316245,0,False,3,1,0.0,23,23,2302800,Canindé,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230280,10,interior_proximo_polo,0.392,9.727525729694754,5.6642022418316245,0,False,3,1,0.0,23,23,2302800,Canindé,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230280,11,interior_proximo_polo,0.392,9.727525729694754,5.6642022418316245,0,False,3,1,0.0,23,23,2302800,Canindé,NORDESTE,4,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,1,1,0
230280,15,interior_proximo_polo,0.392,9.727525729694754,5.6642022418316245,1,True,2,1,0.0,23,23,2302800,Canindé,NORDESTE,5,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,3,3,0
230370,11,metropolitano,0.415,11.53411928097723,0.0979038779726065,1,False,7,1,0.0,23,23,2303709,Caucaia,NORDESTE,8,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,1,1,0
230410,3,interior_proximo_polo,0.433,9.74537068443899,13.275545663972512,1,True,1,1,0.0,23,23,2304103,Crateús,NORDESTE,3,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,2,2,0
230410,4,interior_proximo_polo,0.433,9.74537068443899,13.275545663972512,0,False,0,0,0.0,23,23,2304103,Crateús,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,0,0,0
230410,5,interior_proximo_polo,0.433,9.74537068443899,13.275545663972512,0,True,1,1,0.0,23,23,2304103,Crateús,NORDESTE,0,0,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-1,-1,-1
230410,6,interior_proximo_polo,0.433,9.74537068443899,13.275545663972512,0,False,14,1,0.0,23,23,2304103,Crateús,NORDESTE,11,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-3,-3,0
230410,9,interior_proximo_polo,0.433,9.74537068443899,13.275545663972512,0,True,6,1,0.0,23,23,2304103,Crateús,NORDESTE,5,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,-1,-1,0
230410,11,interior_proximo_polo,0.433,9.74537068443899,13.275545663972512,0,False,5,1,0.0,23,23,2304103,Crateús,NORDESTE,6,1,1.0,0.0,1.0,0.0,False,,0.0,0.0,True,1,1,0
230410,14,interior_proximo_polo,0.433,9.74537068443899,13.275545663972512,1,True,14,1,0.0,23,23,2304103,Crateús,NORDESTE,20,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,6,6,0
230420,2,metropolitano,0.318,10.457343929717506,9.69883326627967,0,True,37,1,0.0,23,23,2304202,Crato,NORDESTE,46,1,0.0,0.0,0.0,0.0,False,,0.0,0.0,True,9,9,0
230420,7,metropolitano,0.318,10.457343929717506,9.69883326627967,1,False,7,1,0.0,23,23,2304202,Crato,NORDESTE,13,1,2.0,0.0,2.0,0.0,False,,0.0,0.0,True,6,6,0
