termo,coef,se_cluster,ci_low,ci_high,p_valor,espec,n,n_clusters,r2,outcome_medio,q_fdr_atracao,familia_fdr
uf_fe_13,0.0596345052806042,0.14938938782785344,-0.23316331453447486,0.3524323250956833,0.6897544165947213,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_15,0.032906863945892435,0.11928822458453585,-0.20089376001952328,0.26670748791130816,0.782655505423309,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_17,-0.03368176456241985,0.07333483531380658,-0.17741540058965688,0.11005187146481717,0.6460278072572033,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_21,0.01393077450516949,0.08289968736877606,-0.14854962706726163,0.17641117607760062,0.8665488593358486,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_22,0.06692891550624493,0.07122070817199015,-0.07266110746429329,0.20651893847678315,0.3473511782731945,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_23,0.14363532033789256,0.12873268795350182,-0.10867611168400426,0.3959467523597894,0.2645230958013658,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_24,0.1797657734700996,0.08236389332401474,0.018335508928531696,0.3411960380116675,0.029066765431511262,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_29,-0.0025001809210341034,0.09028463670559528,-0.17945481722128384,0.17445445537921564,0.9779076385945581,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_31,0.054031934145751144,0.06455825577607734,-0.07249992208008535,0.18056379037158762,0.4026215271525442,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_33,0.23727512284319513,0.18081375562748234,-0.11711332609609676,0.591663571782487,0.189431558184586,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_35,0.13300226983463237,0.10786729915041902,-0.07841375160979688,0.34441829127906165,0.21756922719855176,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_41,-0.08204962062625881,0.1391454492048842,-0.35476968968047934,0.19067044842796171,0.555413243786679,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_42,0.37698493909859987,0.14580947823886695,0.09120361314584391,0.6627662650513558,0.009724844896265008,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_43,0.04897514682169058,0.07265583420607795,-0.09342767148893552,0.19137796513231667,0.5002665605584147,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
uf_fe_50,0.0822900849521691,0.14701037065247183,-0.20584494688055982,0.37042511678489803,0.5756451930195727,OLS_presentes_full_nivel,587,295,0.29876754078931234,0.12095400340715502,,
