termo,coef,se_cluster,ci_low,ci_high,p_valor,espec,n,n_clusters,r2,outcome_medio,q_fdr_atracao
const,-0.360492517445534,0.5560736357592574,-1.4503768162859227,0.7293917813948547,0.5168025870746605,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
atracao_muni,1.2948856220641427,0.7749055146839917,-0.22390127813795502,2.8136725222662404,0.09471696052854772,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_12,-1.5891665040864211,0.65112253923723,-2.86534323051366,-0.3129897776591821,0.014660589255187241,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_13,-1.2576739753879496,0.6936833171578582,-2.6172682936936273,0.10192034291772822,0.06982601362441862,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_14,2.845840878342929,2.309780361932081,-1.681245443241841,7.372927199927699,0.21791811975503816,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_15,-0.33390274703200057,0.38688313272244335,-1.0921797533940192,0.4243742593300181,0.3881053451143749,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_16,-1.3908728695219466,0.7017685600053714,-2.76631397261501,-0.015431766428882998,0.04748441083505804,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_2,-0.12992618847374068,0.458746423095027,-1.0290526557765673,0.7692002788290859,0.7770081536457525,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_3,-1.4097106959666843,0.8404822722881803,-3.0570256792959047,0.23760428736253614,0.09349086009253514,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_5,-0.8756185384146413,0.47107305505324315,-1.798904760406252,0.04766768357696938,0.06305912161334226,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
cod_curso_9,0.15379652827892581,0.421986156426316,-0.673281140291139,0.9808741968489907,0.7155155046877033,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_12,0.17958913626068826,0.4642539061716107,-0.7303317995177062,1.0895100720390827,0.6988791991740115,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_13,-0.2370952799387972,1.7780081965008652,-3.721927309297508,3.247736749419914,0.8939175262209984,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_15,-0.3565002811908259,0.616488140488176,-1.5647948334437198,0.8517942710620682,0.5630778112503263,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_17,1.1752735868847268,0.8320899556598579,-0.4555927581061252,2.806139931875579,0.15782170112662142,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_21,-0.2602226033558911,0.8498322502807173,-1.925863206806726,1.405418000094944,0.7594488172886491,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_22,0.7320064670164066,0.46958126629976266,-0.18835590274584046,1.6523688367786535,0.11903203300487905,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_23,0.22974232462442323,0.8178266016528521,-1.3731683602139524,1.8326530094627989,0.7787731899202675,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
uf_fe_24,0.09432756685495058,0.930290709247734,-1.729008718422831,1.9176638521327323,0.9192362736852768,OLS_delta_estoque_minimal,587,295,0.05988821118692855,1.1856899488926746,
