modelo,auc_media_out,auc_sd_out,auc_insample,brier_media_out,brier_sd_out,brier_insample,n_splits,grupos,nota
LPM_minimal,0.7743316201105938,0.02636254333861652,0.8120743837556349,0.17030925835085137,0.007335312743109348,0.1553670023284286,5,municipio,out-of-sample por municipio; in-sample AUC indica overfit FE
Logit_minimal,0.7752754193959429,0.027595776963467263,0.8150237244912352,0.17063614057780604,0.009289221115592031,0.15251432989999303,5,municipio,out-of-sample por municipio; in-sample AUC indica overfit FE
