co_ibge_6d,termo,coef_excluido,delta,dfbeta,n_excluido
350950,atracao_muni,0.5154112691532249,0.00922821591470191,0.03682890835018643,1
520490,atracao_muni,0.4971461322292768,-0.00903692100924619,-0.0360654690672301,2
314700,atracao_muni,0.5151953142470244,0.009012261008501388,0.03596705341292156,2
291460,atracao_muni,0.4974270389922669,-0.00875601424625605,-0.03494439761368624,4
260990,atracao_muni,0.5149091613909882,0.008726108152465217,0.03482504531444279,1
230730,atracao_muni,0.5148839718015072,0.008700918562984272,0.03472451612321585,1
431800,atracao_muni,0.49773022264642897,-0.008452830592094007,-0.033734421263369216,1
314760,atracao_muni,0.5143581362866114,0.00817508304808845,0.03262595794421632,1
314400,atracao_muni,0.5143581362866007,0.00817508304807768,0.03262595794417334,1
314220,atracao_muni,0.514358136286563,0.008175083048040044,0.03262595794402314,1
240260,atracao_muni,0.5143494062204945,0.008166352981971547,0.0325911171030524,3
355500,atracao_muni,0.49817736806552604,-0.008005685172996935,-0.03194990757065251,4
293290,atracao_muni,0.5141258537374926,0.007942800498969671,0.03169894097886614,1
330370,atracao_muni,0.49856463211234064,-0.007618421126182329,-0.03040437458580599,1
330070,atracao_muni,0.5137963511804841,0.0076132979419610836,0.03038392845798568,5
311230,atracao_muni,0.5135550646874757,0.00737201144895272,0.029420977632031806,3
521720,atracao_muni,0.4989475576879627,-0.0072354955505603,-0.02887615601572915,2
210820,atracao_muni,0.5134159242432773,0.007232871004754338,0.028865681709769893,3
350600,atracao_muni,0.4990173378809103,-0.007165715357612679,-0.028597670081450997,1
230280,atracao_muni,0.5132367854983516,0.007053732259828638,0.028150756476136678,2
150580,atracao_muni,0.513210099585026,0.007027046346502974,0.0280442556025988,3
241120,atracao_muni,0.5131337901182524,0.006950736879729469,0.02773971197422794,2
312160,atracao_muni,0.5128206419770398,0.006637588738516831,0.02648996832937262,2
313600,atracao_muni,0.4995884563771368,-0.006594596861386193,-0.02631839194697304,3
313700,atracao_muni,0.4995884563771557,-0.006594596861367263,-0.026318391946897494,3
314810,atracao_muni,0.5127144661457856,0.006531412907262668,0.02606623095755466,4
312200,atracao_muni,0.4997092007984393,-0.006473852440083694,-0.02583651275525826,1
315790,atracao_muni,0.4997092007984422,-0.006473852440080752,-0.02583651275524652,1
316970,atracao_muni,0.4998225706781577,-0.006360482560365255,-0.025384064638697593,4
291080,atracao_muni,0.5000170641917641,-0.006165989046758913,-0.024607860023035968,3
210340,atracao_muni,0.5123298043885549,0.006146751150031937,0.024531083456258918,1
240050,atracao_muni,0.5000721792783138,-0.006110873960209151,-0.02438790109597836,2
500830,atracao_muni,0.5122715602088438,0.006088506970320817,0.0242986366240283,3
316210,atracao_muni,0.5000971684956519,-0.006085884742871084,-0.02428817157040231,5
431560,atracao_muni,0.5121381037736058,0.005955050535082829,0.023766025026342116,1
210530,atracao_muni,0.5003142183796758,-0.0058688348588471495,-0.023421946683596085,3
522060,atracao_muni,0.5003356107512686,-0.0058474424872543285,-0.02333657181806764,1
521040,atracao_muni,0.50033561075127,-0.005847442487252996,-0.023336571818062323,1
310090,atracao_muni,0.5120153504988791,0.005832297260356167,0.023276128696826128,5
351390,atracao_muni,0.5007001075205354,-0.005482945717987575,-0.02188190081412224,1
421480,atracao_muni,0.5008069012681234,-0.005376151970399534,-0.021455697398570717,2
316110,atracao_muni,0.51153379657285,0.005350743334327057,0.021354294013792335,4
420930,atracao_muni,0.5008566435544982,-0.005326409684024758,-0.02125718079222357,2
231330,atracao_muni,0.5114790057996973,0.005295952561174322,0.02113562938982497,1
510320,atracao_muni,0.5114356019692109,0.005252548730687923,0.020962408941820068,1
313520,atracao_muni,0.5113003023687156,0.005117249130192625,0.02042244145162301,3
210120,atracao_muni,0.501110231960842,-0.005072821277680939,-0.02024513423173647,1
110149,atracao_muni,0.5111613912772617,0.0049783380387387055,0.019868060853762234,1
520970,atracao_muni,0.5111064865498828,0.004923433311359804,0.01964894144960871,1
230540,atracao_muni,0.5109429266129132,0.004759873374390211,0.018996189716869265,2
350210,atracao_muni,0.5107254799185617,0.00454242668003868,0.018128381198804024,3
310150,atracao_muni,0.5106673805611412,0.004484327322618276,0.017896512338190146,1
150420,atracao_muni,0.5017046735315607,-0.004478379706962299,-0.017872775985040112,2
150240,atracao_muni,0.5106443161595827,0.00446126292105975,0.01780446456438399,2
220840,atracao_muni,0.5018357879744754,-0.004347265264047606,-0.017349511049962255,4
240310,atracao_muni,0.5105029762156074,0.0043199229770843894,0.017240390653348155,1
150747,atracao_muni,0.5104893659241108,0.004306312685587788,0.017186073309369554,2
220290,atracao_muni,0.5104219937110317,0.004238940472508723,0.016917197387547534,3
220390,atracao_muni,0.5103686965306343,0.004185643292111352,0.016704493546380254,7
130340,atracao_muni,0.5103468854554196,0.004163832216896646,0.016617447675593713,2
293330,atracao_muni,0.5020587369661736,-0.0041243162723493265,-0.016459743400622673,4
150613,atracao_muni,0.5102332939245126,0.004050240685989581,0.01616411497078901,2
290320,atracao_muni,0.5102247717970133,0.004041718558490337,0.016130103992337774,4
420540,atracao_muni,0.5102235374286703,0.004040484190147353,0.016125177748847773,1
352590,atracao_muni,0.5101529748545482,0.003969921616025274,0.015843569407721386,2
210360,atracao_muni,0.502274709205731,-0.003908344032791944,-0.015597819287623603,1
110002,atracao_muni,0.5100815050445192,0.003898451805996239,0.015558340376704555,2
140047,atracao_muni,0.5022919232418888,-0.0038911299966342128,-0.01552911975069796,4
430535,atracao_muni,0.502292274892579,-0.0038907783459439793,-0.015527716347140697,1
312430,atracao_muni,0.5100715015639671,0.003888448325444105,0.015518417462910298,3
292660,atracao_muni,0.5100074658247554,0.0038244125862324507,0.015262857082403247,1
314710,atracao_muni,0.5024074468825485,-0.0037756063559745145,-0.015068076184589187,2
431270,atracao_muni,0.5024274325595216,-0.00375562067900137,-0.014988315299889065,2
240060,atracao_muni,0.502517537896688,-0.003665515341835013,-0.014628713700291077,1
510510,atracao_muni,0.5098014255811193,0.003618372342596321,0.014440570595018841,1
230020,atracao_muni,0.5026237109337602,-0.003559342304762736,-0.014204987479780107,2
315765,atracao_muni,0.5026252978091392,-0.0035577554293837466,-0.014198654415140509,1
313868,atracao_muni,0.5026252978091411,-0.003557755429381859,-0.014198654415132976,1
313980,atracao_muni,0.5026252978091411,-0.003557755429381859,-0.014198654415132976,1
310470,atracao_muni,0.5026252978091506,-0.0035577554293724223,-0.014198654415095316,1
312950,atracao_muni,0.5026252978091507,-0.0035577554293723113,-0.014198654415094871,1
313120,atracao_muni,0.5026252978091507,-0.0035577554293723113,-0.014198654415094871,1
315240,atracao_muni,0.5026252978091554,-0.0035577554293675373,-0.014198654415075819,1
315220,atracao_muni,0.5026252978091554,-0.0035577554293675373,-0.014198654415075819,1
314270,atracao_muni,0.5026252978091575,-0.003557755429365428,-0.0141986544150674,1
317052,atracao_muni,0.5026252978091853,-0.0035577554293376723,-0.014198654414956631,1
521308,atracao_muni,0.5026437771594625,-0.0035392760790604605,-0.014124905132969615,1
220220,atracao_muni,0.5026588481029708,-0.003524205135552183,-0.014064758469481506,4
221130,atracao_muni,0.5096862668860638,0.0035032136475408038,0.013980983491170317,3
354150,atracao_muni,0.5096766330408813,0.0034935798023583153,0.013942535756032206,2
510350,atracao_muni,0.5026936171999731,-0.003489436038549898,-0.013925998399414673,1
220190,atracao_muni,0.5026960745935514,-0.0034869786449716056,-0.013916191181669466,3
354340,atracao_muni,0.509533595508374,0.003350542269850987,0.013371686934977136,1
220800,atracao_muni,0.5093882431501424,0.0032051899116194438,0.01279159987055718,7
210990,atracao_muni,0.5093008525483189,0.0031177993097959433,0.012442832514550934,3
220770,atracao_muni,0.5092791955985387,0.0030961423600157634,0.012356401743319397,7
221060,atracao_muni,0.5092654238235071,0.003082370584984173,0.01230143993432555,4
330010,atracao_muni,0.5091498904994135,0.0029668372608905313,0.011840357722577736,1
310670,atracao_muni,0.5091435028003347,0.00296044956181174,0.011814865039472372,1
230550,atracao_muni,0.5091021453207644,0.0029190920822413924,0.011649811378096241,4
150620,atracao_muni,0.5033055014315833,-0.0028775518069397155,-0.011484028196810934,2
520170,atracao_muni,0.5033938071265933,-0.002789246111929655,-0.011131608793278798,1
521380,atracao_muni,0.5033938071266104,-0.0027892461119125578,-0.011131608793210563,1
210860,atracao_muni,0.5034679673456248,-0.0027150858928981503,-0.01083564260271863,3
351880,atracao_muni,0.5034702335736506,-0.002712819664872357,-0.010826598308021362,2
150803,atracao_muni,0.5088547454376782,0.0026716921991551956,0.010662462609466709,1
221120,atracao_muni,0.5038376970151152,-0.002345356223407813,-0.009360087605104098,4
431490,atracao_muni,0.5084931947807028,0.002310141542179789,0.00921954925191475,1
352010,atracao_muni,0.5084846885883364,0.0023016353498134245,0.009185601869022376,3
311430,atracao_muni,0.5084235737004779,0.002240520461954887,0.008941698320971646,3
230690,atracao_muni,0.5039478802700947,-0.002235172968428234,-0.008920356996622858,1
314870,atracao_muni,0.5039507826763943,-0.002232270562128713,-0.008908773776573816,5
292870,atracao_muni,0.5040738479753024,-0.0021092052632205593,-0.008417632189026436,4
280350,atracao_muni,0.5040974959926193,-0.0020855572459036464,-0.008323255261733189,1
210230,atracao_muni,0.5082261265768296,0.002043073338306667,0.008153706136126553,1
210710,atracao_muni,0.5082261265767989,0.0020430733382759136,0.00815370613600382,1
210540,atracao_muni,0.508226126576796,0.002043073338273027,0.008153706135992301,1
310160,atracao_muni,0.5041413648625657,-0.002041688375957307,-0.008148178886666364,3
510629,atracao_muni,0.5041457477711325,-0.002037305467390449,-0.008130687126676344,1
150140,atracao_muni,0.5081997267201978,0.00201667348167478,0.008048346886912972,1
420890,atracao_muni,0.5043152563992996,-0.0018677968392233346,-0.007454194748405615,2
230260,atracao_muni,0.5079765852910961,0.0017935320525731546,0.00715781123869295,3
210330,atracao_muni,0.5044481774128665,-0.0017348758256564567,-0.006923719966311555,1
170950,atracao_muni,0.5044595909549495,-0.0017234622835734514,-0.006878169634675261,1
150380,atracao_muni,0.5078856813400477,0.0017026281015247724,0.006795022449096359,2
120010,atracao_muni,0.5045056102416283,-0.0016774429968946514,-0.006694511156471001,3
110170,atracao_muni,0.5045076897832972,-0.0016753634552257868,-0.00668621190878966,1
110015,atracao_muni,0.5078345405303215,0.0016514872917985368,0.006590924472654214,1
110012,atracao_muni,0.5078345405303215,0.0016514872917985368,0.006590924472654214,1
160060,atracao_muni,0.5078241073835882,0.0016410541450652127,0.006549286803098446,1
171820,atracao_muni,0.504649502477807,-0.0015335507607159293,-0.006120251296546525,2
150085,atracao_muni,0.5046795405523503,-0.0015035126861726589,-0.006000372275011309,2
291170,atracao_muni,0.5076807415769533,0.0014976883384303363,0.005977127872064487,1
430700,atracao_muni,0.504694459673957,-0.0014885935645659876,-0.005940831517903316,2
315400,atracao_muni,0.5076713939106118,0.001488340672088806,0.0059398222487281405,3
150810,atracao_muni,0.5047108395317821,-0.001472213706740888,-0.005875461105224891,3
230190,atracao_muni,0.507603506648971,0.0014204534104480526,0.0056688908184037564,2
241220,atracao_muni,0.5075689900830487,0.0013859368445257036,0.005531138575210992,3
330620,atracao_muni,0.5048228768497106,-0.001360176388812362,-0.00542833111260988,1
330040,atracao_muni,0.5048460946111947,-0.0013369586273282996,-0.0053356712943203296,1
311340,atracao_muni,0.5074778385129182,0.0012947852743951938,0.005167361562043807,5
150220,atracao_muni,0.5048898246792749,-0.001293228559248072,-0.005161148863943695,3
316470,atracao_muni,0.5049053696457325,-0.0012776835927904573,-0.005099110421164942,1
316710,atracao_muni,0.5049053696457325,-0.0012776835927904573,-0.005099110421164942,1
311050,atracao_muni,0.5049053696457533,-0.0012776835927696961,-0.005099110421082086,1
316870,atracao_muni,0.504905369645757,-0.0012776835927659214,-0.005099110421067021,1
313250,atracao_muni,0.5049053696457686,-0.001277683592754375,-0.005099110421020941,1
317040,atracao_muni,0.5049053696457719,-0.0012776835927510444,-0.0050991104210076485,1
312800,atracao_muni,0.5074011170350599,0.0012180637965368835,0.0048611736376766475,1
431690,atracao_muni,0.504989097348584,-0.0011939558899389802,-0.004764961337182624,2
231130,atracao_muni,0.505031748805549,-0.0011513044329739541,-0.004594743538413488,2
500330,atracao_muni,0.5050448844638719,-0.001138168774651116,-0.004542320409071613,1
317010,atracao_muni,0.5073177623696855,0.0011347091311625368,0.0045285133098291455,1
211300,atracao_muni,0.5050514419181171,-0.0011316113204058453,-0.0045161502496776544,1
210632,atracao_muni,0.5050514419181179,-0.0011316113204050682,-0.004516150249674553,1
211060,atracao_muni,0.5050514419181255,-0.0011316113203975187,-0.004516150249644423,1
211050,atracao_muni,0.5050514419181255,-0.0011316113203975187,-0.004516150249644423,1
210350,atracao_muni,0.5050514419181262,-0.0011316113203967415,-0.0045161502496413215,1
210200,atracao_muni,0.505051441918171,-0.0011316113203519995,-0.004516150249462761,1
210170,atracao_muni,0.505051441918171,-0.0011316113203519995,-0.004516150249462761,1
110034,atracao_muni,0.5072893205419684,0.0011062673034454296,0.004415004753463842,1
241250,atracao_muni,0.5072554361785968,0.001072382940073835,0.004279775568900795,1
317080,atracao_muni,0.5072509915381584,0.0010679382996354736,0.0042620374430412606,1
210090,atracao_muni,0.5051222237364248,-0.0010608295020981817,-0.004233666926421266,1
313270,atracao_muni,0.5051317719625258,-0.0010512812759971846,-0.004195560888674549,2
310030,atracao_muni,0.5072093384292966,0.0010262851907736348,0.004095803954038359,2
260010,atracao_muni,0.5071601243883617,0.000977071149838693,0.003899395523645252,1
110030,atracao_muni,0.5052139400128051,-0.0009691132257179103,-0.0038676362257689285,1
120033,atracao_muni,0.5071314037699537,0.0009483505314307195,0.0037847743408635634,1
240020,atracao_muni,0.5071108047698415,0.0009277515313185214,0.003702565743421776,1
291470,atracao_muni,0.50700175321257,0.0008186999740470435,0.003267351629955067,1
432240,atracao_muni,0.506976265867383,0.0007932126288600072,0.0031656341247883876,1
500320,atracao_muni,0.505456923457103,-0.0007261297814199486,-0.0028979130329678717,2
320120,atracao_muni,0.5054573438627186,-0.0007257093758044064,-0.002896235235219334,2
421580,atracao_muni,0.5069055935024966,0.00072254026397367,0.002883587619445657,1
421720,atracao_muni,0.5069055935024966,0.00072254026397367,0.002883587619445657,1
160027,atracao_muni,0.5068900865831334,0.0007070333446104193,0.002821701018904263,1
311830,atracao_muni,0.5068891052403623,0.0007060520018393746,0.0028177845757576146,1
431020,atracao_muni,0.5054997431482432,-0.0006833100902797762,-0.002727023828037989,4
510250,atracao_muni,0.5068070248840454,0.0006239716455224142,0.0024902098908900876,4
110004,atracao_muni,0.5067896426411155,0.0006065894025925056,0.002420839057166269,1
510410,atracao_muni,0.5067552219891994,0.0005721687506764495,0.002283469597404225,1
210440,atracao_muni,0.5056253100388822,-0.0005577431996407478,-0.002225898632235498,1
210675,atracao_muni,0.5056253100388852,-0.0005577431996377502,-0.002225898632223535,1
211130,atracao_muni,0.5056467052222051,-0.0005363480163178558,-0.0021405125453669745,1
430610,atracao_muni,0.506717845159757,0.0005347919212340679,0.002134302321879063,1
170210,atracao_muni,0.505715306065887,-0.0004677471726359794,-0.001866733278815548,2
150270,atracao_muni,0.506649082226679,0.0004660289881560642,0.0018598761723797636,2
150510,atracao_muni,0.5066490822266723,0.00046602898814929183,0.0018598761723527357,2
120040,atracao_muni,0.5057311626445516,-0.0004518905939713269,-0.001803451222155209,5
510562,atracao_muni,0.5057398207918928,-0.0004432324466301374,-0.0017688974018004997,1
510625,atracao_muni,0.5057398207918928,-0.0004432324466301374,-0.0017688974018004997,1
510260,atracao_muni,0.5057398207918953,-0.0004432324466276949,-0.0017688974017907519,1
510270,atracao_muni,0.5057398207918953,-0.0004432324466276949,-0.0017688974017907519,1
510642,atracao_muni,0.5057398207919329,-0.00044323244659005834,-0.001768897401640548,1
510785,atracao_muni,0.5057398207919329,-0.00044323244659005834,-0.001768897401640548,1
510706,atracao_muni,0.5057398207919329,-0.00044323244659005834,-0.001768897401640548,1
510718,atracao_muni,0.5057398207919329,-0.00044323244659005834,-0.001768897401640548,1
120045,atracao_muni,0.5057590622560715,-0.00042399098245149425,-0.0016921065976722963,1
120038,atracao_muni,0.5057590622560766,-0.0004239909824463872,-0.0016921065976519146,1
120030,atracao_muni,0.5057590622560766,-0.0004239909824463872,-0.0016921065976519146,1
261390,atracao_muni,0.5065737308808907,0.000390677642367776,0.0015591563112765014,2
110011,atracao_muni,0.506564867200181,0.0003818139616580396,0.00152378222732338,3
313630,atracao_muni,0.5065598978126268,0.00037684457410380734,0.0015039498869790448,3
230250,atracao_muni,0.5058067200156031,-0.0003763332229198557,-0.0015019091343500875,1
430850,atracao_muni,0.5065401754042974,0.00035712216577443723,0.0014252396817214788,1
292400,atracao_muni,0.5065176862753179,0.00033463303679492906,0.001335487764588471,1
290460,atracao_muni,0.5065176862753177,0.000334633036794707,0.0013354877645875849,1
291072,atracao_muni,0.5065176862753177,0.000334633036794707,0.0013354877645875849,1
220700,atracao_muni,0.5059063387692869,-0.00027671446923605014,-0.0011043404186533022,4
240580,atracao_muni,0.5059080625450109,-0.0002749906935121116,-0.0010974609981087451,1
521880,atracao_muni,0.5064522528934604,0.00026919965493743536,0.0010743495287965283,1
431405,atracao_muni,0.5059318736456074,-0.00025117959291554026,-0.0010024332213755302,1
291480,atracao_muni,0.5064313441118391,0.000248290873316126,0.0009909046236097666,1
210005,atracao_muni,0.5064129592844283,0.00022990604590533703,0.0009175325731501288,2
150470,atracao_muni,0.50641173927807,0.0002286860395470658,0.0009126636469383099,1
160050,atracao_muni,0.5059901178972165,-0.00019293534130648826,-0.0007699861022072889,1
210300,atracao_muni,0.5059943727209494,-0.00018868051757359172,-0.00075300551627893,4
320320,atracao_muni,0.5060048532162705,-0.00017820002225243936,-0.0007111788831339093,1
421870,atracao_muni,0.5060330430296027,-0.0001500102089202482,-0.0005986760915633171,1
420900,atracao_muni,0.506033043029622,-0.0001500102089009303,-0.0005986760914862213,1
420240,atracao_muni,0.5060330430296293,-0.00015001020889371386,-0.0005986760914574211,1
430530,atracao_muni,0.506060228549762,-0.00012282468876101404,-0.0004901813359517259,1
500270,atracao_muni,0.5062960970371583,0.0001130437986353039,0.00045114675880782314,1
431720,atracao_muni,0.5060824235064739,-0.00010062973204905123,-0.0004016034316052347,1
420460,atracao_muni,0.5061008388054231,-8.221443309985865e-05,-0.0003281097722121334,3
330220,atracao_muni,0.5061099178742293,-7.313536429365275e-05,-0.00029187609540402045,2
210910,atracao_muni,0.5062256084673542,4.255522883123142e-05,0.00016983376168623802,1
210160,atracao_muni,0.5062256084673447,4.25552288216835e-05,0.00016983376164813322,1
150630,atracao_muni,0.5061415321683438,-4.1521070179184605e-05,-0.00016570653551729823,1
350750,atracao_muni,0.5061522918455191,-3.076139300384195e-05,-0.00012276571486127355,1
110025,atracao_muni,0.5061711151567585,-1.1938081764473196e-05,-4.7643718270653124e-05,1
110032,atracao_muni,0.5061711151567688,-1.1938081754148122e-05,-4.764371822944676e-05,1
110001,atracao_muni,0.5061711151567857,-1.1938081737272732e-05,-4.764371816209872e-05,1
110014,atracao_muni,0.5061711151568303,-1.1938081692641767e-05,-4.76437179839809e-05,1
410690,atracao_muni,0.506183053238549,2.5979218776228663e-14,1.0368052461742538e-13,1
320530,atracao_muni,0.5061830532385444,2.142730437526552e-14,8.551427885112435e-14,1
530010,atracao_muni,0.5061830532385134,-9.547918011776346e-15,-3.810480819272898e-14,1
