co_ibge_6d,termo,coef_excluido,delta,dfbeta,n_excluido
261390,estrato_capital,0.2268087675051137,-0.004969578890740539,-0.05777218932360553,2
130270,estrato_capital,0.22680933639783862,-0.004969009998015611,-0.05776557585012378,1
130080,estrato_capital,0.2268093363978389,-0.0049690099980153335,-0.05776557585012056,1
350760,estrato_metropolitano,0.2977212881103575,0.003487489446424352,0.057512780747362914,2
316870,estrato_metropolitano,0.29768973966456946,0.0034559410006363422,0.0569925099699456,1
317040,estrato_metropolitano,0.2976897396645694,0.0034559410006362867,0.056992509969944684,1
150680,estrato_capital,0.2366441785304374,0.0048658321345831645,0.05656611585738058,5
241220,estrato_capital,0.22695448412870628,-0.004823862267147955,-0.05607820909894853,6
130080,estrato_metropolitano,0.2908480351258539,-0.003385763538079234,-0.055835201516556195,1
130270,estrato_metropolitano,0.290848035125854,-0.003385763538079123,-0.05583520151655436,1
317010,estrato_interior_proximo_polo,0.12421200940465535,-0.0023899527868868897,-0.05539136631247446,3
160050,estrato_interior_proximo_polo,0.1242250032579448,-0.002376958933597434,-0.05509021087069507,1
430900,estrato_metropolitano,0.29090878862364344,-0.0033250100402896776,-0.05483330526663677,1
330620,estrato_metropolitano,0.2909253689278509,-0.003308429736082197,-0.05455987665408939,1
250370,estrato_capital,0.2364397614240099,0.004661415028155674,0.05418973266010071,1
150803,estrato_capital,0.23641917927199055,0.004640832876136314,0.05395046168578028,1
270430,estrato_capital,0.22713772507195606,-0.00464062132389817,-0.053948002355478336,4
220770,estrato_metropolitano,0.29749611572870766,0.0032623170647745336,0.0537994247601598,24
430535,estrato_metropolitano,0.2974606196329368,0.003226820969003674,0.05321405261643908,1
240050,estrato_capital,0.23634697820403078,0.004568631808176543,0.05311111214344575,3
150060,estrato_interior_proximo_polo,0.12889337948548163,0.0022914172939393906,0.053107632669457734,6
150420,estrato_interior_proximo_polo,0.12431377707202837,-0.002288185119513869,-0.05303272133289402,4
130395,estrato_capital,0.23632299613410154,0.004544649738247308,0.05283231655235348,1
130170,estrato_capital,0.23632299613410127,0.004544649738247031,0.05283231655235025,1
351880,estrato_metropolitano,0.2974000134303801,0.003166214766446962,0.05221458543721988,12
210330,estrato_metropolitano,0.29739225326891916,0.0031584546049860385,0.052086611296646115,1
240800,estrato_capital,0.22733382087469217,-0.004444525521162063,-0.0516683557113043,17
500270,estrato_capital,0.2362181587614572,0.004439812365602952,0.05161356448628121,2
210540,estrato_capital,0.2362124895802429,0.0044341431843886725,0.05154765930243728,1
210230,estrato_capital,0.2362124895802429,0.0044341431843886725,0.05154765930243728,1
130395,estrato_metropolitano,0.2973304133584599,0.003096614694526767,0.05106679883088307,1
130170,estrato_metropolitano,0.2973304133584595,0.0030966146945263784,0.051066798830876656,1
230110,estrato_metropolitano,0.291152393592525,-0.0030814050714081387,-0.05081597435295711,6
211220,estrato_capital,0.22741099306665996,-0.0043673533291942734,-0.050771216017398285,6
230410,estrato_metropolitano,0.29117975049291495,-0.0030540481710181755,-0.0503648270625564,7
160050,estrato_capital,0.2274555521627652,-0.004322794233089039,-0.05025320904077562,1
150085,estrato_interior_proximo_polo,0.1244350052331093,-0.0021669569584329418,-0.05022304512729494,3
522045,estrato_metropolitano,0.2911907036426897,-0.003043095021243447,-0.05018419680942894,1
521800,estrato_capital,0.23607517764788477,0.004296831252030536,0.0499513850250805,9
110140,estrato_interior_proximo_polo,0.12875464261212063,0.0021526804205783956,0.04989216121096237,2
150220,estrato_interior_proximo_polo,0.12445218521423261,-0.002149776977309628,-0.04982486879809539,13
160050,estrato_metropolitano,0.29121457327405914,-0.0030192253898739807,-0.04979055866469419,1
317080,estrato_interior_proximo_polo,0.12445833618249721,-0.0021436260090450243,-0.049682309272153925,1
