termo,coef,se_cluster,ci_low,ci_high,p_valor,espec,n,n_clusters,r2,outcome_medio,q_fdr_atracao,familia_fdr
uf_fe_21,-0.19663485278050283,0.16516512218480395,-0.520352543764876,0.12708283820387037,0.2338361962180423,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_22,-0.008943758671317427,0.12648717198747586,-0.2568540602730937,0.23896654293045888,0.9436295010972875,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_23,-0.07982750473020342,0.15324296289578468,-0.3801781928901492,0.2205231834297424,0.6024216817612241,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_24,-0.0202583087520411,0.163785401906672,-0.3412717976825361,0.30075518017845393,0.9015622168090062,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_29,-0.1764228219300796,0.1379996123412063,-0.44689709199933314,0.0940514481391739,0.20109790918987547,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_31,0.021038399591145708,0.10653803055287148,-0.1877723032763103,0.2298491024586017,0.8434572975114646,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_33,-0.047460956040385326,0.12361451903262834,-0.2897409613105779,0.19481904922980725,0.7010205344511315,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_35,0.268233822549079,0.17090980567079356,-0.06674324117041586,0.6032108862685739,0.11654390054825935,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_41,0.7531228559835262,0.25419925193831727,0.25490147728740087,1.2513442346796517,0.0030492739030925403,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_42,0.2396560980952673,0.21344341133181158,-0.17868530085245185,0.6579974970429865,0.261518791624918,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_43,0.22406599421274886,0.3182102519522414,-0.3996146391250607,0.8477466275505584,0.4813427987319332,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_50,-0.06968967786078936,0.11470762350676372,-0.29451248868622637,0.15513313296464762,0.5434914008500846,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_51,-0.03558491571170805,0.12616871613188327,-0.282871055305857,0.21170122388244086,0.7779110706169973,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
uf_fe_52,-0.02568767247609661,0.1467836994153207,-0.3133784368476782,0.262003091895485,0.861076822744633,OLS_entradas_full,587,295,0.9519502204180943,0.33049403747870526,,
