amostra,estrato,n_celulas,n_municipios,outcome_medio,ivs_medio,pop_mediana,estoque_medio,prop_faixa1,prop_faixa2,prop_faixa3
primaria_1295_Ch1,interior_remoto,146,75,0.2054794520547945,0.39349999999999996,4585.5,3.569063926940639,0.6095890410958904,0.19863013698630136,0.1917808219178082
primaria_1295_Ch1,capital,73,18,0.3561643835616438,0.3271095890410959,136685.0,63.23287671232877,0.0,0.5753424657534246,0.4246575342465753
primaria_1295_Ch1,metropolitano,265,72,0.4490566037735849,0.33451698113207545,44855.0,39.3122641509434,0.13584905660377358,0.4528301886792453,0.41132075471698115
primaria_1295_Ch1,interior_proximo_polo,811,203,0.2688039457459926,0.32708631319358816,17074.0,22.5716193999178,0.20468557336621454,0.33785450061652283,0.45745992601726265
estendida_3057_A1,interior_remoto,505,176,0.09900990099009901,0.35841386138613857,2560.0,3.4939692982456143,0.40594059405940597,0.2495049504950495,0.3445544554455445
estendida_3057_A1,capital,250,25,0.24,0.32714,184539.0,51.27922590837282,0.0,0.528,0.472
estendida_3057_A1,metropolitano,591,101,0.28426395939086296,0.3213891708967851,44855.0,36.92938112745098,0.10490693739424704,0.38917089678510997,0.505922165820643
estendida_3057_A1,interior_proximo_polo,1711,238,0.18760958503798947,0.3198918760958504,16772.0,22.047633681622617,0.1782583284628872,0.3085914669783752,0.5131502045587376
