cnes,media_pre,ultimo_pre,desvio_pre,prop_zero_pre,media_070102_generico_pre,tendencia_pre,ibge,cod_curso,modulo,cbo,papel,bracos_cnes_curso,braco_cnes,tratado,elegivel,n_cnes_propostos,n_vagas_imediatas,n_propostas_nao_priorizadas,cointervencao_cirurgica_muni,uf,regiao,co_ibge_6d,ivs_2010,populacao_2010,macro_regiao_saude,log_pop_2010,propensao_pre,peso_sobreposicao,suporte_comum,limite_inferior_suporte,limite_superior_suporte,nivel,braco_municipal
2560852,23.26923076923077,19,2.892164480906193,0.0,0.0,-0.3429059829059831,231340,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,CE,NORDESTE,231340,0.385,14516.0,NORDESTE,9.583075655461428,0.10318949383423832,0.10318949383423832,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
2691515,24.384615384615383,11,13.6501338398623,0.0,0.0,-0.5258119658119662,420140,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL,420140,0.283,2230.0,,7.7102051944325325,0.046273360306682144,0.046273360306682144,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
2758164,13.846153846153847,14,0.7316998123442533,0.0,0.0,0.04717948717948724,420460,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL,420460,0.197,12130.0,SUL,9.40351943877092,0.017535280400890155,0.017535280400890155,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
2772310,13.384615384615385,19,2.1554938752299546,0.0,0.0,0.2317948717948719,353870,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,353870,0.286,47167.0,SUDESTE,10.761470975549008,0.013549250686231513,0.013549250686231513,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
2798662,44.38461538461539,49,1.9406580961503357,0.0,0.0,-0.028717948717948142,330350,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RJ,SUDESTE,330350,0.408,252701.0,SUDESTE,12.439966207868116,0.06011718655334678,0.06011718655334678,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
2945622,3.1923076923076925,4,1.0590271297461933,0.0,0.0,0.11452991452991453,500830,24,medicina_intensiva,225150,generalizacao,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE,500830,0.24,25555.0,CENTRO-OESTE,10.148627401722234,0.041809673815580276,0.9581903261844197,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
3021114,3.576923076923077,5,0.8566482089201809,0.0,0.0,0.09333333333333335,231290,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE,231290,0.296,57243.0,NORDESTE,10.955078112430767,0.09172015101645055,0.09172015101645055,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
3956369,26.76923076923077,17,5.3911608568670415,0.0,0.0,-0.48615384615384655,292740,24,medicina_intensiva,225150,generalizacao,imediata_pura,imediata_pura,1,True,1,1,0,False,BA,NORDESTE,292740,0.378,1120096.0,NORDESTE,13.928925846663953,0.5713266212505309,0.4286733787494691,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
3972925,3.0,3,0.0,0.0,0.0,1.2578779118995098e-17,290320,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,BA,NORDESTE,290320,0.283,43945.0,NORDESTE,10.690716886457212,0.07478410032940032,0.07478410032940032,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
4089189,6.269230769230769,6,0.8744228866031492,0.0,0.0,0.011965811965811996,330550,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RJ,SUDESTE,330550,0.32,17137.0,SUDESTE,9.749053499229063,0.00863978197467273,0.00863978197467273,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
5061989,2.076923076923077,6,1.6229128608296115,0.0,0.0,0.1736752136752137,410830,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PR,SUL,410830,0.307,45537.0,,10.72630242121811,0.04563470691498773,0.04563470691498773,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
5292190,2.0,2,0.0,0.0,0.0,7.21925230105826e-18,230550,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE,230550,0.355,22369.0,NORDESTE,10.015476054484175,0.06877316013129497,0.06877316013129497,True,0.041809673815580276,0.16240305537309768,cnes_ofertante,
5366828,18.73076923076923,21,1.7563073149695014,0.0,0.0,0.21572649572649555,350410,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SP,SUDESTE,350410,0.321,14042.0,,9.54987932996818,0.008552919242639373,0.008552919242639373,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
5412447,47.5,35,2.8740215726399825,0.0,0.0,-0.21641025641025707,330240,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RJ,SUDESTE,330240,0.335,57390.0,SUDESTE,10.95764277558904,0.028894638531045305,0.028894638531045305,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
5860490,8.461538461538462,9,0.5083911274417944,0.0,0.0,0.05743589743589749,352900,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SP,SUDESTE,352900,0.268,34406.0,SUDESTE,10.446015311032632,0.009778367363156477,0.009778367363156477,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
6069134,4.6923076923076925,6,1.0107118588096513,0.0,0.0,0.08547008547008547,330452,24,medicina_intensiva,225150,generalizacao,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RJ,SUDESTE,330452,0.244,22920.0,,10.039808799894367,0.007452700262113157,0.007452700262113157,False,0.041809673815580276,0.16240305537309768,cnes_ofertante,
