ibge,cod_curso,modulo,cbo,papel,bracos_cnes_curso,braco_municipal,tratado,elegivel,n_cnes_propostos,n_vagas_imediatas,n_propostas_nao_priorizadas,cointervencao_cirurgica_muni,uf,regiao
355330,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SP,SUDESTE
355410,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SP,SUDESTE
410050,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,PR,SUL
410550,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,False,PR,SUL
410830,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PR,SUL
411440,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,PR,SUL
411520,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,3,0,5,True,PR,SUL
420010,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420140,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420200,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420280,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420290,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,False,SC,SUL
420300,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420360,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420380,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SC,SUL
420390,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420420,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,True,SC,SUL
420460,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,True,SC,SUL
420480,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420500,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SC,SUL
420530,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420550,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420690,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420700,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420730,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420820,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420840,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420850,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
420900,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,True,SC,SUL
420910,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,3,0,9,False,SC,SUL
420930,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,True,SC,SUL
420940,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421010,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,False,SC,SUL
421050,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421080,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421170,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SC,SUL
421210,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421290,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421320,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421360,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421580,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,2,False,SC,SUL
421600,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421620,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421670,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421690,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421720,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,True,SC,SUL
421770,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421780,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SC,SUL
421820,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421870,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,True,SC,SUL
421930,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421950,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
421970,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,SC,SUL
430390,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,RS,SUL
430420,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RS,SUL
430440,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,2,False,RS,SUL
430470,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,2,0,False,RS,SUL
430850,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,RS,SUL
431130,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,RS,SUL
431340,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RS,SUL
431440,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,True,RS,SUL
431560,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,True,RS,SUL
431710,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,2,0,False,RS,SUL
431720,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RS,SUL
432000,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RS,SUL
432020,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,RS,SUL
432140,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,RS,SUL
500060,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,2,0,False,MS,CENTRO-OESTE
500085,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,MS,CENTRO-OESTE
500110,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,2,False,MS,CENTRO-OESTE
500220,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,MS,CENTRO-OESTE
500230,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500240,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500330,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,MS,CENTRO-OESTE
500370,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,3,0,True,MS,CENTRO-OESTE
500380,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,3,0,False,MS,CENTRO-OESTE
500450,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500460,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500500,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,MS,CENTRO-OESTE
500570,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500620,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,MS,CENTRO-OESTE
500660,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500710,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500720,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MS,CENTRO-OESTE
500790,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,2,0,False,MS,CENTRO-OESTE
500793,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,MS,CENTRO-OESTE
500830,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,3,0,False,MS,CENTRO-OESTE
510250,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,2,6,0,False,MT,CENTRO-OESTE
510263,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,MT,CENTRO-OESTE
510320,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MT,CENTRO-OESTE
510340,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,4,12,0,True,MT,CENTRO-OESTE
510628,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,MT,CENTRO-OESTE
510629,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,3,0,False,MT,CENTRO-OESTE
510792,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,3,0,True,MT,CENTRO-OESTE
510840,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,2,0,False,MT,CENTRO-OESTE
520450,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,GO,CENTRO-OESTE
520540,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,GO,CENTRO-OESTE
520870,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,4,12,0,False,GO,CENTRO-OESTE
521460,1,anestesiologia,225151,principal,imediata_pura,imediata_pura,1,True,1,1,0,False,GO,CENTRO-OESTE
521800,1,anestesiologia,225151,principal,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,GO,CENTRO-OESTE
110001,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RO,NORTE
110010,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,RO,NORTE
110011,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,RO,NORTE
110012,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,2,0,False,RO,NORTE
110020,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,4,12,0,False,RO,NORTE
110028,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,RO,NORTE
130014,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,AM,NORTE
130040,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,1,0,False,AM,NORTE
130110,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,1,0,False,AM,NORTE
130120,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,AM,NORTE
130140,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,AM,NORTE
130150,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,AM,NORTE
130160,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,AM,NORTE
130180,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,AM,NORTE
130190,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,AM,NORTE
130250,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,AM,NORTE
130260,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,4,4,0,False,AM,NORTE
130270,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,AM,NORTE
130330,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,1,0,False,AM,NORTE
130340,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,AM,NORTE
130390,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,AM,NORTE
130423,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,AM,NORTE
150220,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PA,NORTE
150330,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,PA,NORTE
150360,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,1,0,False,PA,NORTE
150805,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,1,0,False,PA,NORTE
170240,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,TO,NORTE
170255,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,TO,NORTE
172080,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,TO,NORTE
172120,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,TO,NORTE
210200,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,MA,NORDESTE
210467,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,MA,NORDESTE
210500,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,MA,NORDESTE
210530,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,MA,NORDESTE
210900,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,MA,NORDESTE
211060,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,MA,NORDESTE
220120,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,PI,NORDESTE
220220,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PI,NORDESTE
220370,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PI,NORDESTE
220580,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PI,NORDESTE
220680,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,PI,NORDESTE
220700,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PI,NORDESTE
220770,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,3,0,7,False,PI,NORDESTE
220790,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,PI,NORDESTE
220840,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,2,False,PI,NORDESTE
221060,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PI,NORDESTE
221130,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PI,NORDESTE
230020,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230170,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230190,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230240,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230280,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230380,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,CE,NORDESTE
230410,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230530,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230540,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230550,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,False,CE,NORDESTE
230580,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230610,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,CE,NORDESTE
230730,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,4,False,CE,NORDESTE
230810,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230830,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,CE,NORDESTE
230860,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230930,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
230950,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
231030,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
231140,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,False,CE,NORDESTE
231290,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,3,0,9,False,CE,NORDESTE
231330,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,CE,NORDESTE
231340,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,CE,NORDESTE
240050,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,1,0,False,RN,NORDESTE
240060,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,1,0,False,RN,NORDESTE
240830,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,RN,NORDESTE
240980,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,2,False,RN,NORDESTE
241120,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,5,False,RN,NORDESTE
250370,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,5,False,PB,NORDESTE
251130,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PB,NORDESTE
251140,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PB,NORDESTE
251600,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PB,NORDESTE
251620,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,PB,NORDESTE
251630,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PB,NORDESTE
260010,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PE,NORDESTE
260110,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PE,NORDESTE
260540,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,PE,NORDESTE
260620,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PE,NORDESTE
260890,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PE,NORDESTE
260990,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PE,NORDESTE
261000,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,6,False,PE,NORDESTE
261220,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,PE,NORDESTE
270030,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,2,0,4,False,AL,NORDESTE
270630,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,AL,NORDESTE
270730,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,AL,NORDESTE
270800,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,AL,NORDESTE
270930,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,AL,NORDESTE
280350,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,1,False,SE,NORDESTE
290070,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,BA,NORDESTE
290840,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,BA,NORDESTE
291120,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,BA,NORDESTE
291350,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,BA,NORDESTE
291460,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,2,False,BA,NORDESTE
291680,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,BA,NORDESTE
291700,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,BA,NORDESTE
292530,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,nao_priorizada_pura,nao_priorizada_pura,0,True,1,0,3,False,BA,NORDESTE
292950,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,imediata_pura,imediata_pura,1,True,1,3,0,False,BA,NORDESTE
