cnes,ibge,cod_curso,modulo,cbo,papel,bracos_cnes_curso,braco_cnes,tratado,elegivel,n_cnes_propostos,n_vagas_imediatas,n_propostas_nao_priorizadas,cointervencao_cirurgica_muni,uf,regiao
2470098,291470,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2470748,291750,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2471663,510629,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MT,CENTRO-OESTE
2476487,240310,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RN,NORDESTE
2491710,421870,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
2496534,110018,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RO,NORTE
2497654,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2498421,292120,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2503689,240800,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RN,NORDESTE
2514710,230350,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2516640,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2516667,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2516683,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2520524,291840,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2527693,231310,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2527707,230760,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2534460,510250,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MT,CENTRO-OESTE
2534789,521460,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,GO,CENTRO-OESTE
2537028,150815,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2549182,292640,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2550938,420150,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
2550962,420880,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
2551764,260120,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
2552086,230640,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2552930,110004,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RO,NORTE
2554798,230770,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2556847,291560,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2557509,291840,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2558017,420940,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
2558610,500380,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
2561395,230100,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2561433,230523,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2562154,230630,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2592746,251370,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PB,NORDESTE
2600536,170210,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,TO,NORTE
2601583,292510,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2601680,291080,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2602083,291610,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,mista,excluido_regra_cnes,,False,1,2,0,False,BA,NORDESTE
2602121,291320,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2603055,291390,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2615711,150370,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2615797,150420,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2616211,150548,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2619717,150442,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2619946,150797,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2621614,150810,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2622475,150445,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2639211,260875,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
2651394,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2651610,500660,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
2658801,171575,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,TO,NORTE
2664666,231160,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2665778,240200,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RN,NORDESTE
2665883,420280,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
2672197,530010,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,DF,CENTRO-OESTE
2676192,150760,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2677407,150405,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2678500,150178,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2694778,150140,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2694891,150730,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
2695324,310620,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
2710498,500570,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
2710935,500370,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
2711990,260790,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
2712008,261640,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
2712016,261410,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
2726726,314800,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
2726971,221100,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PI,NORDESTE
2726998,221100,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PI,NORDESTE
2756951,500830,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
2760924,317040,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
2760940,312670,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
2761203,312160,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
2765632,170190,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,TO,NORTE
2772280,291480,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2777460,261160,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
2778858,421840,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
2785900,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
2786109,170950,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,TO,NORTE
2789647,521150,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,GO,CENTRO-OESTE
2796112,316935,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
2798484,110030,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RO,NORTE
2799731,290890,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2799758,291080,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2799790,292660,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2801558,290910,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2801906,292170,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2802023,291920,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2802783,261160,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
2804034,291170,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
2807076,110045,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RO,NORTE
2814218,521880,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,GO,CENTRO-OESTE
2945622,500830,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
3003469,150295,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
3285391,221100,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PI,NORDESTE
3388301,210300,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MA,NORDESTE
3432076,160030,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,AP,NORTE
3654796,150565,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
3654826,170210,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,TO,NORTE
4005775,150140,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
4022718,290390,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4028155,291840,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4029607,292360,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4032497,293015,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4032594,293030,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4032837,293105,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4033418,293260,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4068823,500720,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
4222466,260410,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
4412710,270430,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,AL,NORDESTE
4578732,293135,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4607767,291955,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
4635612,150140,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
4963938,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
5004764,171750,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,TO,NORTE
5061989,410830,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PR,SUL
5356067,260790,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
5498465,150613,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
5597501,150060,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
5610044,500370,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
5717515,530010,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,DF,CENTRO-OESTE
5844843,311730,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
5882451,521250,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,GO,CENTRO-OESTE
6414702,292870,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
6426190,500330,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
6431569,261070,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
6559379,260290,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
6599877,110004,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RO,NORTE
7047428,230440,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,CE,NORDESTE
7187556,292520,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,BA,NORDESTE
7215746,211107,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MA,NORDESTE
7274351,420550,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
7297394,261110,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
7366108,314330,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
7381344,260410,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
7456530,500100,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MS,CENTRO-OESTE
7498810,260410,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PE,NORDESTE
7866801,310620,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MG,SUDESTE
9031103,150172,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
9633758,150345,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PA,NORTE
9923837,270430,2,cirurgia_geral_cbo_exclusivo,225225,sensibilidade,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,AL,NORDESTE
0000477,261160,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,PE,NORDESTE
0000582,261160,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,PE,NORDESTE
0010456,530010,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,DF,CENTRO-OESTE
0010499,530010,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,DF,CENTRO-OESTE
0010510,530010,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,DF,CENTRO-OESTE
0015245,410690,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,PR,SUL
0015334,410690,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,PR,SUL
0019445,420540,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SC,SUL
2007037,270430,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,AL,NORDESTE
2025361,354870,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SP,SUDESTE
2084228,354910,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SP,SUDESTE
2206595,317010,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,MG,SUDESTE
2215586,313170,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,MG,SUDESTE
2232995,431560,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RS,SUL
2244306,431690,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RS,SUL
2252694,431440,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RS,SUL
2253054,431440,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RS,SUL
2269384,330455,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RJ,SUDESTE
2269783,330455,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RJ,SUDESTE
2275562,330390,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RJ,SUDESTE
2278855,330220,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RJ,SUDESTE
2287250,330100,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RJ,SUDESTE
2287447,330100,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RJ,SUDESTE
2295423,330455,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,RJ,SUDESTE
2319659,140010,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,RR,NORTE
2338351,520870,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,GO,CENTRO-OESTE
2361787,520110,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,GO,CENTRO-OESTE
2399741,250750,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PB,NORDESTE
2399776,250750,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,PB,NORDESTE
2427427,261160,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,PE,NORDESTE
2494442,320520,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,ES,SUDESTE
2504332,420930,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SC,SUL
2506815,520870,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,GO,CENTRO-OESTE
2522691,420820,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SC,SUL
2537788,420420,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SC,SUL
2543044,421360,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SC,SUL
2601680,291080,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,BA,NORDESTE
2609061,251130,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,PB,NORDESTE
2646536,211130,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,MA,NORDESTE
2726998,221100,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,PI,NORDESTE
2756951,500830,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,MS,CENTRO-OESTE
2758164,420460,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SC,SUL
2784602,352050,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SP,SUDESTE
3021114,231290,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,CE,NORDESTE
4578732,293135,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,BA,NORDESTE
4586298,280350,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,SE,NORDESTE
6683134,421720,12,oncologia_clinica,225121,generalizacao,mista,excluido_regra_cnes,,False,1,1,0,False,SC,SUL
7891067,210300,12,oncologia_clinica,225121,generalizacao,reserva_pura,excluido_regra_cnes,,False,1,0,0,False,MA,NORDESTE
